t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1560267277.6117094,+005.92,+1.5627,+013.46,+1.3362,0,000
1560267299.637661,+005.92,+1.5627,+013.45,+1.3365,0,000
1560267321.663333,+005.92,+1.5627,+013.44,+1.3367,0,000
1560267343.689181,+005.92,+1.5628,+013.42,+1.3370,0,000
1560267365.712999,+005.92,+1.5628,+013.41,+1.3373,0,000
1560267387.738684,+005.91,+1.5628,+013.40,+1.3375,0,000
1560267409.7642338,+005.91,+1.5628,+013.39,+1.3378,0,000
1560267431.7896934,+005.91,+1.5628,+013.37,+1.3381,0,000
1560267453.8151228,+005.91,+1.5628,+013.36,+1.3384,0,000
1560267475.8408005,+005.91,+1.5629,+013.35,+1.3386,0,000
1560267497.86618,+005.91,+1.5629,+013.34,+1.3389,0,000
1560267519.8895903,+005.91,+1.5629,+013.32,+1.3392,0,000
1560267541.9154062,+005.91,+1.5629,+013.31,+1.3394,0,000
1560267563.9409645,+005.91,+1.5629,+013.30,+1.3397,0,000
1560267585.9666147,+005.91,+1.5629,+013.28,+1.3400,0,000
1560267607.9923177,+005.91,+1.5629,+013.27,+1.3402,0,000
1560267630.017746,+005.91,+1.5629,+013.26,+1.3405,0,000
1560267652.0435588,+005.91,+1.5629,+013.25,+1.3408,0,000
1560267674.0692086,+005.91,+1.5630,+013.23,+1.3410,0,000
1560267696.0949893,+005.91,+1.5630,+013.22,+1.3413,0,000
1560267718.1207001,+005.91,+1.5630,+013.21,+1.3416,0,000
1560267740.1462655,+005.91,+1.5630,+013.19,+1.3418,0,000
1560267762.1722665,+005.91,+1.5631,+013.18,+1.3421,0,000
1560267784.1979752,+005.91,+1.5631,+013.17,+1.3424,0,000
1560267806.2235458,+005.91,+1.5631,+013.16,+1.3427,0,000
1560267828.2479734,+005.91,+1.5631,+013.14,+1.3429,0,000
1560267850.2730188,+005.90,+1.5632,+013.13,+1.3432,0,000
1560267872.2962217,+005.90,+1.5632,+013.12,+1.3435,0,000
1560267894.3219216,+005.90,+1.5632,+013.10,+1.3437,0,000
1560267916.3471336,+005.90,+1.5632,+013.09,+1.3440,0,000
1560267938.3725142,+005.90,+1.5632,+013.08,+1.3443,0,000
1560267960.3975947,+005.90,+1.5633,+013.07,+1.3445,0,000
1560267982.4231963,+005.90,+1.5633,+013.05,+1.3448,0,000
1560268004.4485345,+005.90,+1.5633,+013.04,+1.3451,0,000
1560268026.4740434,+005.90,+1.5633,+013.03,+1.3453,0,000
1560268048.4993565,+005.90,+1.5634,+013.01,+1.3456,0,000
1560268070.524986,+005.90,+1.5634,+013.00,+1.3459,0,000
1560268092.5505033,+005.90,+1.5634,+012.99,+1.3462,0,000
1560268114.5762558,+005.90,+1.5634,+012.98,+1.3464,0,000
1560268136.6021242,+005.90,+1.5635,+012.96,+1.3467,0,000
1560268158.6270742,+005.90,+1.5635,+012.95,+1.3470,0,000
1560268180.6529133,+005.90,+1.5635,+012.94,+1.3472,0,000
1560268202.6787088,+005.90,+1.5635,+012.93,+1.3475,0,000
1560268224.7042913,+005.90,+1.5635,+012.91,+1.3478,0,000
1560268246.7277117,+005.89,+1.5636,+012.90,+1.3480,0,000
1560268268.7536304,+005.89,+1.5636,+012.89,+1.3483,0,000
1560268290.7792423,+005.89,+1.5636,+012.87,+1.3486,0,000
1560268312.8050337,+005.89,+1.5636,+012.86,+1.3488,0,000
1560268334.8288808,+005.89,+1.5636,+012.85,+1.3491,0,000
1560268356.8547797,+005.89,+1.5636,+012.84,+1.3494,0,000
1560268378.8806882,+005.89,+1.5636,+012.82,+1.3496,0,000
1560268400.9063973,+005.89,+1.5636,+012.81,+1.3499,0,000
1560268422.9317782,+005.89,+1.5637,+012.80,+1.3502,0,000
1560268444.9574685,+005.89,+1.5637,+012.79,+1.3504,0,000
1560268466.9831314,+005.89,+1.5637,+012.77,+1.3507,0,000
1560268489.009166,+005.89,+1.5638,+012.76,+1.3510,0,000
1560268511.034863,+005.89,+1.5638,+012.75,+1.3513,0,000
1560268533.0605936,+005.89,+1.5638,+012.73,+1.3515,0,000
1560268555.0864813,+005.89,+1.5639,+012.72,+1.3518,0,000
1560268577.1121922,+005.89,+1.5639,+012.71,+1.3521,0,000
1560268599.137986,+005.89,+1.5639,+012.70,+1.3523,0,000
1560268621.1639137,+005.88,+1.5639,+012.68,+1.3526,0,000
1560268643.1896183,+005.88,+1.5639,+012.67,+1.3529,0,000
1560268665.2154746,+005.88,+1.5639,+012.66,+1.3531,0,000
1560268687.2413409,+005.88,+1.5639,+012.64,+1.3534,0,000
1560268709.2670257,+005.88,+1.5639,+012.63,+1.3537,0,000
1560268731.292814,+005.88,+1.5639,+012.62,+1.3540,0,000
1560268753.3181293,+005.88,+1.5640,+012.61,+1.3542,0,000
1560268775.3437054,+005.88,+1.5640,+012.59,+1.3545,0,000
1560268797.3695467,+005.88,+1.5640,+012.58,+1.3548,0,000
1560268819.3952057,+005.88,+1.5640,+012.57,+1.3550,0,000
1560268841.4210176,+005.88,+1.5640,+012.55,+1.3553,0,000
1560268863.446398,+005.88,+1.5640,+012.54,+1.3556,0,000
1560268885.4721823,+005.88,+1.5640,+012.53,+1.3558,0,000
1560268907.497916,+005.88,+1.5641,+012.52,+1.3561,0,000
1560268929.5237164,+005.88,+1.5641,+012.50,+1.3564,0,000
1560268951.5494943,+005.88,+1.5641,+012.49,+1.3566,0,000
1560268973.5753167,+005.88,+1.5642,+012.48,+1.3569,0,000
1560268995.6010668,+005.88,+1.5642,+012.47,+1.3572,0,000
1560269017.626939,+005.88,+1.5642,+012.45,+1.3574,0,000
1560269039.6526315,+005.88,+1.5642,+012.44,+1.3577,0,000
1560269061.678355,+005.87,+1.5643,+012.43,+1.3580,0,000
1560269083.7042832,+005.87,+1.5643,+012.41,+1.3582,0,000
1560269105.7301726,+005.87,+1.5644,+012.40,+1.3585,0,000
1560269127.7559133,+005.87,+1.5644,+012.39,+1.3588,0,000
1560269149.7817972,+005.87,+1.5644,+012.37,+1.3591,0,000
1560269171.8075452,+005.87,+1.5644,+012.36,+1.3593,0,000
1560269193.833253,+005.87,+1.5645,+012.35,+1.3596,0,000
1560269215.8589284,+005.87,+1.5645,+012.34,+1.3599,0,000
1560269237.8846364,+005.87,+1.5645,+012.32,+1.3601,0,000
1560269259.910543,+005.87,+1.5645,+012.31,+1.3604,0,000
1560269281.9358034,+005.87,+1.5645,+012.30,+1.3607,0,000
1560269303.9615269,+005.87,+1.5645,+012.29,+1.3609,0,000
1560269325.9873958,+005.87,+1.5645,+012.27,+1.3612,0,000
1560269348.0132482,+005.87,+1.5645,+012.26,+1.3615,0,000
1560269370.038792,+005.87,+1.5645,+012.25,+1.3617,0,000
1560269392.0644333,+005.87,+1.5646,+012.23,+1.3620,0,000
1560269414.0899663,+005.87,+1.5646,+012.22,+1.3623,0,000
1560269436.1156442,+005.87,+1.5646,+012.21,+1.3625,0,000
1560269458.1413083,+005.87,+1.5646,+012.20,+1.3628,0,000
1560269480.1667387,+005.87,+1.5646,+012.18,+1.3631,0,000
1560269502.1923306,+005.86,+1.5647,+012.17,+1.3633,0,000
1560269524.2179496,+005.86,+1.5647,+012.16,+1.3636,0,000
1560269546.2434175,+005.86,+1.5647,+012.14,+1.3639,0,000
1560269568.2690191,+005.86,+1.5647,+012.13,+1.3641,0,000
1560269590.2943902,+005.86,+1.5647,+012.12,+1.3644,0,000
1560269612.3198638,+005.86,+1.5648,+012.11,+1.3647,0,000
1560269634.3455138,+005.86,+1.5648,+012.09,+1.3649,0,000
1560269656.3709223,+005.86,+1.5648,+012.08,+1.3652,0,000
1560269678.3965087,+005.86,+1.5648,+012.07,+1.3655,0,000
1560269700.4219215,+005.86,+1.5648,+012.06,+1.3658,0,000
1560269722.4472518,+005.86,+1.5648,+012.04,+1.3660,0,000
1560269744.472933,+005.86,+1.5648,+012.03,+1.3663,0,000
1560269766.4985232,+005.86,+1.5648,+012.02,+1.3666,0,000
1560269788.5239909,+005.86,+1.5648,+012.00,+1.3668,0,000
1560269810.5495877,+005.86,+1.5648,+011.99,+1.3671,0,000
1560269832.5748358,+005.86,+1.5648,+011.98,+1.3674,0,000
1560269854.6003115,+005.86,+1.5648,+011.97,+1.3676,0,000
1560269876.6258695,+005.86,+1.5649,+011.96,+1.3679,0,000
1560269898.6513019,+005.86,+1.5649,+011.95,+1.3682,0,000
1560269920.6769032,+005.86,+1.5649,+011.94,+1.3684,0,000
1560269942.7022774,+005.86,+1.5649,+011.94,+1.3687,0,000
1560269964.7276506,+005.86,+1.5649,+011.93,+1.3690,0,000
1560269986.7533138,+005.86,+1.5649,+011.92,+1.3692,0,000
1560270008.7789302,+005.86,+1.5650,+011.91,+1.3695,0,000
1560270030.8043878,+005.86,+1.5650,+011.90,+1.3698,0,000
1560270052.8300765,+005.85,+1.5650,+011.89,+1.3700,0,000
1560270074.8552341,+005.85,+1.5650,+011.88,+1.3703,0,000
1560270096.8808587,+005.85,+1.5650,+011.87,+1.3706,0,000
1560270118.9063363,+005.85,+1.5651,+011.86,+1.3708,0,000
1560270140.931556,+005.85,+1.5651,+011.85,+1.3711,0,000
1560270162.9568043,+005.85,+1.5651,+011.84,+1.3714,0,000
1560270184.9824317,+005.85,+1.5651,+011.83,+1.3716,0,000
1560270207.007895,+005.85,+1.5651,+011.82,+1.3719,0,000
1560270229.0336227,+005.85,+1.5652,+011.81,+1.3722,0,000
1560270251.0590327,+005.85,+1.5652,+011.80,+1.3724,0,000
1560270273.0846138,+005.85,+1.5652,+011.79,+1.3727,0,000
1560270295.1102347,+005.85,+1.5652,+011.78,+1.3730,0,000
1560270317.1357167,+005.85,+1.5652,+011.77,+1.3732,0,000
1560270339.161265,+005.85,+1.5653,+011.76,+1.3735,0,000
1560270361.186692,+005.85,+1.5653,+011.75,+1.3738,0,000
1560270383.212151,+005.85,+1.5653,+011.74,+1.3740,0,000
1560270405.2376633,+005.85,+1.5653,+011.73,+1.3743,0,000
1560270427.2631996,+005.85,+1.5653,+011.72,+1.3746,0,000
1560270449.2888322,+005.85,+1.5653,+011.71,+1.3748,0,000
1560270471.3144715,+005.85,+1.5653,+011.70,+1.3751,0,000
1560270493.3398218,+005.85,+1.5654,+011.69,+1.3754,0,000
1560270515.365281,+005.84,+1.5654,+011.68,+1.3756,0,000
1560270537.3909261,+005.84,+1.5654,+011.67,+1.3759,0,000
1560270559.4163234,+005.84,+1.5654,+011.66,+1.3762,0,000
1560270581.442042,+005.84,+1.5654,+011.65,+1.3764,0,000
1560270603.4675553,+005.84,+1.5654,+011.64,+1.3767,0,000
1560270625.4930196,+005.84,+1.5654,+011.63,+1.3769,0,000
1560270647.51869,+005.84,+1.5654,+011.62,+1.3772,0,000
1560270669.5442026,+005.84,+1.5654,+011.61,+1.3775,0,000
1560270691.569673,+005.84,+1.5654,+011.60,+1.3777,0,000
1560270713.5951622,+005.84,+1.5654,+011.59,+1.3780,0,000
1560270735.6206732,+005.84,+1.5655,+011.58,+1.3783,0,000
1560270757.6461983,+005.84,+1.5655,+011.57,+1.3785,0,000
1560270779.6717653,+005.84,+1.5655,+011.56,+1.3788,0,000
1560270801.697175,+005.84,+1.5655,+011.55,+1.3791,0,000
1560270823.7226903,+005.84,+1.5655,+011.54,+1.3794,0,000
1560270845.7482972,+005.84,+1.5655,+011.53,+1.3796,0,000
1560270867.7737846,+005.84,+1.5656,+011.52,+1.3799,0,000
1560270889.7994711,+005.84,+1.5656,+011.51,+1.3801,0,000
1560270911.8249173,+005.84,+1.5657,+011.50,+1.3804,0,000
1560270933.8504996,+005.84,+1.5657,+011.49,+1.3807,0,000
1560270955.8762226,+005.84,+1.5657,+011.49,+1.3809,0,000
1560270977.901596,+005.84,+1.5657,+011.48,+1.3812,0,000
1560270999.9268682,+005.84,+1.5657,+011.47,+1.3815,0,000
1560271021.9523854,+005.84,+1.5657,+011.46,+1.3817,0,000
1560271043.977916,+005.84,+1.5657,+011.45,+1.3820,0,000
1560271066.0035026,+005.84,+1.5657,+011.44,+1.3823,0,000
1560271088.0287867,+005.83,+1.5658,+011.43,+1.3825,0,000
1560271110.0543606,+005.83,+1.5658,+011.42,+1.3828,0,000
1560271132.079973,+005.83,+1.5658,+011.41,+1.3831,0,000
1560271154.105459,+005.83,+1.5658,+011.40,+1.3833,0,000
1560271176.1311145,+005.83,+1.5658,+011.39,+1.3836,0,000
1560271198.1568754,+005.83,+1.5658,+011.38,+1.3838,0,000
1560271220.1823862,+005.83,+1.5659,+011.37,+1.3841,0,000
1560271242.2080312,+005.83,+1.5659,+011.36,+1.3844,0,000
1560271264.2336009,+005.83,+1.5659,+011.35,+1.3846,0,000
1560271286.2591136,+005.83,+1.5660,+011.34,+1.3849,0,000
1560271308.2847009,+005.83,+1.5660,+011.33,+1.3852,0,000
1560271330.3100007,+005.83,+1.5660,+011.32,+1.3854,0,000
1560271352.3354907,+005.83,+1.5660,+011.31,+1.3857,0,000
1560271374.3611116,+005.83,+1.5660,+011.30,+1.3859,0,000
1560271396.3865497,+005.83,+1.5660,+011.29,+1.3862,0,000
1560271418.4119756,+005.83,+1.5660,+011.28,+1.3865,0,000
1560271440.4374669,+005.83,+1.5661,+011.27,+1.3867,0,000
1560271462.4630349,+005.83,+1.5661,+011.26,+1.3870,0,000
1560271484.4887357,+005.83,+1.5661,+011.25,+1.3873,0,000
1560271506.514278,+005.83,+1.5661,+011.24,+1.3875,0,000
1560271528.5397844,+005.83,+1.5661,+011.23,+1.3878,0,000
1560271550.5654423,+005.83,+1.5661,+011.22,+1.3880,0,000
1560271572.5908592,+005.82,+1.5661,+011.21,+1.3883,0,000
1560271594.616443,+005.82,+1.5661,+011.20,+1.3886,0,000
1560271616.6420982,+005.82,+1.5662,+011.19,+1.3888,0,000
1560271638.667612,+005.82,+1.5662,+011.19,+1.3891,0,000
1560271660.693303,+005.82,+1.5662,+011.18,+1.3893,0,000
1560271682.7185307,+005.82,+1.5662,+011.17,+1.3896,0,000
1560271704.7440765,+005.82,+1.5663,+011.16,+1.3899,0,000
1560271726.769585,+005.82,+1.5663,+011.15,+1.3901,0,000
1560271748.793263,+005.82,+1.5663,+011.14,+1.3904,0,000
1560271770.8187904,+005.82,+1.5663,+011.13,+1.3907,0,000
1560271792.8445046,+005.82,+1.5663,+011.12,+1.3909,0,000
1560271814.870072,+005.82,+1.5663,+011.11,+1.3912,0,000
1560271836.8957593,+005.82,+1.5663,+011.10,+1.3914,0,000
1560271858.921528,+005.82,+1.5663,+011.09,+1.3917,0,000
1560271880.947038,+005.82,+1.5664,+011.08,+1.3919,0,000
1560271902.9724174,+005.82,+1.5664,+011.07,+1.3922,0,000
1560271924.9977944,+005.82,+1.5664,+011.06,+1.3925,0,000
1560271947.0230575,+005.82,+1.5664,+011.05,+1.3927,0,000
1560271969.0484416,+005.82,+1.5664,+011.04,+1.3930,0,000
1560271991.0735688,+005.82,+1.5664,+011.03,+1.3932,0,000
1560272013.0989754,+005.82,+1.5664,+011.02,+1.3935,0,000
1560272035.1245167,+005.82,+1.5664,+011.01,+1.3938,0,000
1560272057.1499815,+005.82,+1.5664,+011.00,+1.3940,0,000
1560272079.1756418,+005.82,+1.5664,+010.99,+1.3943,0,000
1560272101.2011347,+005.82,+1.5665,+010.98,+1.3945,0,000
1560272123.2249722,+005.82,+1.5665,+010.98,+1.3948,0,000
1560272145.2504523,+005.81,+1.5665,+010.97,+1.3951,0,000
1560272167.2759104,+005.81,+1.5665,+010.96,+1.3953,0,000
1560272189.301305,+005.81,+1.5665,+010.95,+1.3956,0,000
1560272211.3269362,+005.81,+1.5665,+010.94,+1.3958,0,000
1560272233.3524525,+005.81,+1.5666,+010.93,+1.3961,0,000
1560272255.3779392,+005.81,+1.5666,+010.92,+1.3964,0,000
1560272277.40348,+005.81,+1.5666,+010.91,+1.3966,0,000
1560272299.4289103,+005.81,+1.5666,+010.90,+1.3969,0,000
1560272321.45443,+005.81,+1.5666,+010.89,+1.3971,0,000
1560272343.4799652,+005.81,+1.5666,+010.88,+1.3974,0,000
1560272365.505548,+005.81,+1.5666,+010.87,+1.3976,0,000
1560272387.5311172,+005.81,+1.5667,+010.86,+1.3979,0,000
1560272409.5567715,+005.81,+1.5667,+010.85,+1.3981,0,000
1560272431.5821652,+005.81,+1.5667,+010.84,+1.3984,0,000
1560272453.6078196,+005.81,+1.5667,+010.83,+1.3987,0,000
1560272475.633486,+005.81,+1.5667,+010.82,+1.3989,0,000
1560272497.6592562,+005.81,+1.5668,+010.81,+1.3992,0,000
1560272519.6849031,+005.81,+1.5668,+010.81,+1.3994,0,000
1560272541.7104664,+005.81,+1.5668,+010.80,+1.3997,0,000
1560272563.736249,+005.81,+1.5668,+010.79,+1.4000,0,000
1560272585.7619882,+005.81,+1.5668,+010.78,+1.4002,0,000
1560272607.7876399,+005.81,+1.5668,+010.77,+1.4005,0,000
1560272629.8133721,+005.81,+1.5668,+010.76,+1.4007,0,000
1560272651.836196,+005.81,+1.5668,+010.75,+1.4010,0,000
1560272673.861819,+005.81,+1.5668,+010.74,+1.4012,0,000
1560272695.8874433,+005.81,+1.5669,+010.73,+1.4015,0,000
1560272717.9128876,+005.80,+1.5669,+010.72,+1.4017,0,000
1560272739.9385545,+005.80,+1.5669,+010.71,+1.4020,0,000
1560272761.9643183,+005.80,+1.5669,+010.70,+1.4022,0,000
1560272783.989838,+005.80,+1.5669,+010.69,+1.4025,0,000
1560272806.0136015,+005.80,+1.5669,+010.68,+1.4028,0,000
1560272828.0385017,+005.80,+1.5669,+010.67,+1.4030,0,000
1560272850.064197,+005.80,+1.5669,+010.66,+1.4033,0,000
1560272872.0898623,+005.80,+1.5670,+010.66,+1.4035,0,000
1560272894.1155055,+005.80,+1.5670,+010.65,+1.4038,0,000
1560272916.1412833,+005.80,+1.5670,+010.64,+1.4040,0,000
1560272938.1669593,+005.80,+1.5670,+010.63,+1.4043,0,000
1560272960.1924744,+005.80,+1.5670,+010.62,+1.4045,0,000
1560272982.2181873,+005.80,+1.5670,+010.61,+1.4048,0,000
1560273004.2438736,+005.80,+1.5670,+010.60,+1.4050,0,000
1560273026.2695134,+005.80,+1.5670,+010.59,+1.4053,0,000
1560273048.2952015,+005.80,+1.5671,+010.58,+1.4055,0,000
1560273070.32072,+005.80,+1.5671,+010.57,+1.4058,0,000
1560273092.346295,+005.80,+1.5671,+010.56,+1.4060,0,000
1560273114.3718524,+005.80,+1.5671,+010.55,+1.4063,0,000
1560273136.3975043,+005.80,+1.5671,+010.54,+1.4065,0,000
1560273158.4231853,+005.80,+1.5671,+010.53,+1.4068,0,000
1560273180.4487758,+005.80,+1.5671,+010.53,+1.4070,0,000
1560273202.4743977,+005.80,+1.5671,+010.52,+1.4073,0,000
1560273224.5000997,+005.80,+1.5671,+010.51,+1.4076,0,000
1560273246.525773,+005.80,+1.5671,+010.50,+1.4078,0,000
1560273268.5512738,+005.80,+1.5672,+010.49,+1.4080,0,000
1560273290.5769544,+005.80,+1.5672,+010.48,+1.4083,0,000
1560273312.602394,+005.80,+1.5672,+010.47,+1.4085,0,000
1560273334.6280143,+005.80,+1.5672,+010.46,+1.4088,0,000
1560273356.653704,+005.80,+1.5672,+010.45,+1.4090,0,000
1560273378.6792033,+005.80,+1.5672,+010.44,+1.4093,0,000
1560273400.7049224,+005.80,+1.5672,+010.43,+1.4095,0,000
1560273422.730453,+005.80,+1.5672,+010.42,+1.4098,0,000
1560273444.7558098,+005.80,+1.5672,+010.42,+1.4100,0,000
1560273466.78133,+005.80,+1.5672,+010.41,+1.4103,0,000
1560273488.8068268,+005.79,+1.5673,+010.40,+1.4105,0,000
1560273510.832169,+005.79,+1.5673,+010.39,+1.4108,0,000
1560273532.8578467,+005.79,+1.5673,+010.38,+1.4110,0,000
1560273554.883361,+005.79,+1.5673,+010.37,+1.4113,0,000
1560273576.9090323,+005.79,+1.5673,+010.36,+1.4115,0,000
1560273598.9324238,+005.79,+1.5674,+010.35,+1.4118,0,000
1560273620.9580586,+005.79,+1.5674,+010.34,+1.4120,0,000
1560273642.9838095,+005.79,+1.5674,+010.33,+1.4123,0,000
1560273665.0096912,+005.79,+1.5674,+010.32,+1.4125,0,000
1560273687.0354302,+005.79,+1.5674,+010.31,+1.4128,0,000
1560273709.0612247,+005.79,+1.5674,+010.31,+1.4130,0,000
1560273731.0868363,+005.79,+1.5674,+010.30,+1.4133,0,000
1560273753.112529,+005.79,+1.5675,+010.29,+1.4135,0,000
1560273775.138465,+005.79,+1.5675,+010.28,+1.4138,0,000
1560273797.164065,+005.79,+1.5675,+010.27,+1.4140,0,000
1560273819.1898158,+005.79,+1.5675,+010.26,+1.4142,0,000
1560273841.2155128,+005.79,+1.5675,+010.25,+1.4145,0,000
1560273863.2410371,+005.79,+1.5675,+010.24,+1.4147,0,000
1560273885.266933,+005.79,+1.5676,+010.23,+1.4150,0,000
1560273907.2927747,+005.79,+1.5676,+010.22,+1.4152,0,000
1560273929.3184826,+005.79,+1.5676,+010.22,+1.4155,0,000
1560273951.3444207,+005.79,+1.5676,+010.21,+1.4157,0,000
1560273973.3700247,+005.79,+1.5676,+010.20,+1.4160,0,000
1560273995.3958123,+005.79,+1.5676,+010.19,+1.4162,0,000
1560274017.4211538,+005.79,+1.5676,+010.18,+1.4164,0,000
1560274039.4462683,+005.79,+1.5676,+010.17,+1.4167,0,000
1560274061.4722714,+005.78,+1.5676,+010.16,+1.4169,0,000
1560274083.4978256,+005.78,+1.5676,+010.15,+1.4172,0,000
1560274105.5236385,+005.78,+1.5676,+010.14,+1.4174,0,000
1560274127.549511,+005.78,+1.5676,+010.14,+1.4177,0,000
1560274149.573324,+005.78,+1.5677,+010.13,+1.4179,0,000
1560274171.5989811,+005.78,+1.5677,+010.12,+1.4181,0,000
1560274193.6248693,+005.78,+1.5677,+010.11,+1.4184,0,000
1560274215.6506486,+005.78,+1.5677,+010.10,+1.4186,0,000
1560274237.676577,+005.78,+1.5677,+010.09,+1.4189,0,000
1560274259.702473,+005.78,+1.5677,+010.08,+1.4191,0,000
1560274281.7282531,+005.78,+1.5677,+010.07,+1.4193,0,000
1560274303.7540667,+005.78,+1.5677,+010.06,+1.4196,0,000
1560274325.7798562,+005.78,+1.5677,+010.06,+1.4198,0,000
1560274347.805499,+005.78,+1.5677,+010.05,+1.4201,0,000
1560274369.831117,+005.78,+1.5677,+010.04,+1.4203,0,000
1560274391.8566275,+005.78,+1.5678,+010.03,+1.4205,0,000
1560274413.8821435,+005.78,+1.5678,+010.02,+1.4208,0,000
1560274435.9077544,+005.78,+1.5678,+010.01,+1.4210,0,000
1560274457.9328673,+005.78,+1.5678,+010.00,+1.4213,0,000
1560274479.958245,+005.78,+1.5678,+009.99,+1.4215,0,000
1560274501.9839175,+005.78,+1.5678,+009.99,+1.4217,0,000
1560274524.009366,+005.78,+1.5678,+009.98,+1.4220,0,000
1560274546.0350766,+005.78,+1.5678,+009.97,+1.4222,0,000
1560274568.0606894,+005.78,+1.5678,+009.96,+1.4224,0,000
1560274590.08622,+005.78,+1.5679,+009.95,+1.4227,0,000
1560274612.1119165,+005.78,+1.5679,+009.94,+1.4229,0,000
1560274634.1374817,+005.78,+1.5679,+009.93,+1.4232,0,000
1560274656.1631122,+005.78,+1.5679,+009.92,+1.4234,0,000
1560274678.188875,+005.78,+1.5679,+009.92,+1.4236,0,000
1560274700.21438,+005.78,+1.5679,+009.91,+1.4239,0,000
1560274722.2400458,+005.78,+1.5679,+009.90,+1.4241,0,000
1560274744.2655718,+005.78,+1.5679,+009.89,+1.4243,0,000
1560274766.2910933,+005.78,+1.5679,+009.88,+1.4246,0,000
1560274788.3167636,+005.78,+1.5680,+009.87,+1.4248,0,000
1560274810.3420143,+005.77,+1.5680,+009.86,+1.4251,0,000
1560274832.367623,+005.77,+1.5680,+009.85,+1.4253,0,000
1560274854.3933039,+005.77,+1.5680,+009.85,+1.4255,0,000
1560274876.418717,+005.77,+1.5681,+009.84,+1.4258,0,000
1560274898.4443374,+005.77,+1.5681,+009.83,+1.4260,0,000
1560274920.4698696,+005.77,+1.5681,+009.82,+1.4262,0,000
1560274942.4953516,+005.77,+1.5681,+009.81,+1.4265,0,000
1560274964.5209906,+005.77,+1.5681,+009.80,+1.4267,0,000
1560274986.5465508,+005.77,+1.5681,+009.79,+1.4269,0,000
1560275008.5720181,+005.77,+1.5681,+009.79,+1.4272,0,000
1560275030.5976508,+005.77,+1.5681,+009.78,+1.4274,0,000
1560275052.6231232,+005.77,+1.5681,+009.77,+1.4276,0,000
1560275074.6486697,+005.77,+1.5681,+009.76,+1.4279,0,000
1560275096.6742826,+005.77,+1.5681,+009.75,+1.4281,0,000
1560275118.6998196,+005.77,+1.5681,+009.74,+1.4283,0,000
1560275140.7255108,+005.77,+1.5681,+009.73,+1.4286,0,000
1560275162.7510457,+005.77,+1.5681,+009.73,+1.4288,0,000
1560275184.7764423,+005.77,+1.5681,+009.72,+1.4290,0,000
1560275206.8020952,+005.77,+1.5681,+009.71,+1.4293,0,000
1560275228.8276598,+005.77,+1.5682,+009.70,+1.4295,0,000
1560275250.853128,+005.77,+1.5682,+009.69,+1.4297,0,000
1560275272.878783,+005.77,+1.5682,+009.68,+1.4299,0,000
1560275294.9041717,+005.77,+1.5682,+009.68,+1.4302,0,000
1560275316.929724,+005.77,+1.5682,+009.67,+1.4304,0,000
1560275338.955449,+005.77,+1.5682,+009.66,+1.4306,0,000
1560275360.9809885,+005.77,+1.5682,+009.65,+1.4309,0,000
1560275383.00678,+005.77,+1.5682,+009.64,+1.4311,0,000
1560275405.0324576,+005.77,+1.5682,+009.63,+1.4313,0,000
1560275427.058031,+005.77,+1.5682,+009.62,+1.4315,0,000
1560275449.0837665,+005.77,+1.5682,+009.62,+1.4318,0,000
1560275471.109149,+005.77,+1.5682,+009.61,+1.4320,0,000
1560275493.1344628,+005.77,+1.5682,+009.60,+1.4322,0,000
1560275515.1598434,+005.77,+1.5682,+009.59,+1.4325,0,000
1560275537.1849408,+005.77,+1.5682,+009.58,+1.4327,0,000
1560275559.2105024,+005.77,+1.5683,+009.57,+1.4329,0,000
1560275581.2361808,+005.77,+1.5683,+009.57,+1.4331,0,000
1560275603.2616289,+005.77,+1.5683,+009.56,+1.4333,0,000
1560275625.2871475,+005.77,+1.5683,+009.55,+1.4336,0,000
1560275647.312734,+005.77,+1.5683,+009.54,+1.4338,0,000
1560275669.3381507,+005.77,+1.5683,+009.53,+1.4340,0,000
1560275691.3636127,+005.77,+1.5683,+009.53,+1.4342,0,000
1560275713.3888407,+005.77,+1.5683,+009.52,+1.4345,0,000
1560275735.4144385,+005.77,+1.5683,+009.51,+1.4347,0,000
1560275757.4391246,+005.77,+1.5683,+009.50,+1.4349,0,000
1560275779.4647849,+005.77,+1.5683,+009.49,+1.4352,0,000
1560275801.4904907,+005.77,+1.5683,+009.48,+1.4354,0,000
1560275823.5161657,+005.77,+1.5683,+009.48,+1.4356,0,000
1560275845.5416646,+005.77,+1.5683,+009.47,+1.4358,0,000
1560275867.567307,+005.77,+1.5683,+009.46,+1.4360,0,000
1560275889.592956,+005.77,+1.5683,+009.45,+1.4363,0,000
1560275911.6182873,+005.77,+1.5683,+009.44,+1.4365,0,000
1560275933.6436946,+005.77,+1.5683,+009.44,+1.4367,0,000
1560275955.6691253,+005.77,+1.5683,+009.43,+1.4369,0,000
1560275977.6946619,+005.76,+1.5684,+009.42,+1.4371,0,000
1560275999.7203023,+005.76,+1.5684,+009.41,+1.4374,0,000
1560276021.7455084,+005.76,+1.5684,+009.40,+1.4376,0,000
1560276043.7710881,+005.76,+1.5684,+009.39,+1.4378,0,000
1560276065.7967937,+005.76,+1.5684,+009.39,+1.4380,0,000
1560276087.8222415,+005.76,+1.5685,+009.38,+1.4382,0,000
