t,Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1560522791.4886572,+1.5208,+001.39,+1.7432,0,000
1560522809.5093808,+1.5208,+001.39,+1.7432,0,000
1560522827.5303655,+1.5208,+001.39,+1.7432,0,000
1560522845.55137,+1.5208,+001.39,+1.7432,0,000
1560522863.572234,+1.5208,+001.39,+1.7432,0,000
1560522881.5932438,+1.5208,+001.39,+1.7432,0,000
1560522899.6141078,+1.5208,+001.39,+1.7432,0,000
1560522917.6348906,+1.5208,+001.39,+1.7432,0,000
1560522935.655947,+1.5208,+001.39,+1.7432,0,000
1560522953.6769364,+1.5208,+001.39,+1.7432,0,000
1560522971.6977453,+1.5208,+001.39,+1.7432,0,000
1560522989.7187335,+1.5208,+001.39,+1.7432,0,000
1560523007.7397897,+1.5208,+001.39,+1.7432,0,000
1560523025.7608423,+1.5208,+001.39,+1.7432,0,000
1560523043.781785,+1.5208,+001.39,+1.7432,0,000
1560523061.8028107,+1.5208,+001.39,+1.7432,0,000
1560523079.823888,+1.5208,+001.39,,,000
1560523097.844845,+1.5208,+001.39,+1.7432,,
1560523115.8659284,+1.5208,+001.39,+1.7432,,000
1560523133.886982,+1.5208,+001.39,,0,000
1560523151.907654,+1.5208,+001.39,+1.7432,0,000
1560523169.9277544,+1.5208,+001.39,+1.7432,0,000
1560523187.9486718,+1.5208,+001.39,+1.7432,0,000
1560523205.9695034,+1.5208,+001.39,+1.7432,0,000
1560523223.9902966,+1.5208,+001.39,+1.7432,0,000
1560523242.011413,+1.5208,+001.39,+1.7432,0,000
1560523260.0322778,+1.5208,+001.39,+1.7432,0,000
1560523278.0532668,+1.5208,+001.39,+1.7432,0,000
1560523296.0740564,+1.5208,+001.39,+1.7432,0,000
1560523314.0950377,+1.5208,+001.39,+1.7432,0,000
1560523332.1160288,+1.5208,+001.39,+1.7432,0,000
1560523350.136701,+1.5208,+001.39,+1.7432,0,000
1560523368.1576624,+1.5208,+001.39,+1.7432,0,000
1560523386.1786313,+1.5208,+001.39,+1.7432,0,000
1560523404.1996489,+1.5208,+001.39,+1.7432,0,000
1560523422.2207623,+1.5208,+001.39,+1.7432,0,000
1560523440.241593,+1.5208,+001.39,+1.7432,0,000
1560523458.2625422,+1.5208,+001.39,+1.7432,0,000
1560523476.283689,+1.5208,+001.39,+1.7432,0,000
1560523494.304827,+1.5208,+001.39,+1.7432,0,000
1560523512.3257608,+1.5208,+001.39,+1.7432,0,000
1560523530.346784,+1.5208,+001.39,+1.7432,0,000
1560523548.3675814,+1.5208,+001.39,+1.7432,0,000
1560523566.3884912,+1.5208,+001.39,+1.7432,0,000
1560523584.4094796,+1.5208,+001.39,+1.7432,0,000
1560523602.4303746,+1.5208,+001.39,+1.7432,0,000
1560523620.45112,+1.5208,+001.39,+1.7432,0,000
1560523638.47215,+1.5208,+001.39,+1.7432,0,000
1560523656.4932563,+1.5208,+001.39,+1.7432,0,000
1560523674.5143898,+1.5208,+001.39,+1.7432,0,000
1560523692.535357,+1.5208,+001.39,+1.7432,0,000
1560523710.5564647,+1.5208,+001.39,+1.7432,0,000
1560523728.577573,+1.5208,+001.39,+1.7432,0,000
1560523746.5985343,+1.5208,+001.39,+1.7432,0,000
1560523764.619513,+1.5208,+001.39,+1.7432,0,000
1560523782.6406496,+1.5208,+001.39,+1.7432,0,000
1560523800.6615427,+1.5208,+001.39,+1.7432,0,000
1560523818.6824133,+1.5208,+001.39,+1.7432,0,000
1560523836.703532,+1.5208,+001.39,+1.7432,0,000
1560523854.7243378,+1.5208,+001.39,+1.7432,0,000
1560523872.7452931,+1.5208,+001.39,+1.7432,0,000
1560523890.7662723,+1.5208,+001.39,+1.7432,0,000
1560523908.7871995,+1.5208,+001.39,+1.7432,0,000
1560523926.8081417,+1.5208,+001.39,+1.7432,0,000
1560523944.8288972,+1.5208,+001.39,+1.7432,0,000
1560523962.8497946,+1.5208,+001.39,+1.7432,0,000
1560523980.870841,+1.5208,+001.39,+1.7432,0,000
1560523998.891733,+1.5208,+001.39,+1.7432,0,000
1560524016.9127188,+1.5208,+001.39,+1.7432,0,000
1560524034.9334085,+1.5208,+001.39,+1.7432,0,000
1560524052.9542017,+1.5208,+001.39,+1.7432,0,000
1560524070.9753025,+1.5208,+001.39,+1.7432,0,000
1560524088.9962766,+1.5208,+001.39,+1.7432,0,000
1560524107.0171957,+1.5208,+001.39,+1.7432,0,000
1560524125.0378623,+1.5208,+001.39,+1.7432,0,000
1560524143.058655,+1.5208,+001.39,+1.7432,0,000
1560524161.0795336,+1.5208,+001.39,+1.7432,0,000
1560524179.1003456,+1.5207,+001.39,+1.7432,0,000
1560524197.12136,+1.5205,+001.39,+1.7432,0,000
1560524215.1420155,+1.5204,+001.39,+1.7432,0,000
1560524233.1628048,+1.5204,+001.39,+1.7432,0,000
1560524251.183694,+1.5204,+001.39,+1.7432,0,000
1560524269.2046497,+1.5204,+001.39,+1.7432,0,000
1560524287.225403,+1.5204,+001.39,+1.7432,0,000
1560524305.246416,+1.5204,+001.39,+1.7432,0,000
1560524323.2670765,+1.5204,+001.39,+1.7432,0,000
1560524341.2876499,+1.5204,+001.39,+1.7432,0,000
1560524359.308482,+1.5204,+001.39,+1.7432,0,000
1560524377.3295815,+1.5203,+001.39,+1.7432,0,000
1560524395.3506725,+1.5204,+001.39,+1.7432,0,000
1560524413.3713799,+1.5203,+001.39,+1.7432,0,000
1560524431.3924,+1.5203,+001.39,+1.7432,0,000
1560524449.4134433,+1.5203,+001.39,+1.7432,0,000
1560524467.43445,+1.5203,+001.39,+1.7432,0,000
1560524485.4542572,+1.5203,+001.39,+1.7432,0,000
1560524503.4742806,+1.5203,+001.39,+1.7432,0,000
1560524521.4944913,+1.5203,+001.39,+1.7432,0,000
1560524539.514859,+1.5204,+001.39,+1.7432,0,000
1560524557.5350044,+1.5204,+001.39,+1.7432,0,000
1560524575.5561285,+1.5204,+001.39,+1.7432,0,000
1560524593.5765774,+1.5204,+001.39,+1.7432,0,000
1560524611.5963435,+1.5204,+001.39,+1.7432,0,000
1560524629.617422,+1.5204,+001.39,+1.7432,0,000
1560524647.6385086,+1.5204,+001.39,+1.7432,0,000
1560524665.6590805,+1.5204,+001.39,+1.7432,0,000
1560524683.678929,+1.5204,+001.39,+1.7432,0,000
1560524701.6997428,+1.5204,+001.39,+1.7432,0,000
1560524719.720196,+1.5204,+001.39,+1.7432,0,000
1560524737.7411826,+1.5204,+001.39,+1.7432,0,000
1560524755.7622912,+1.5204,+001.39,+1.7432,0,000
1560524773.7832434,+1.5204,+001.39,+1.7432,0,000
1560524791.804305,+1.5204,+001.39,+1.7432,0,000
1560524809.8253372,+1.5204,+001.39,+1.7432,0,000
1560524827.8463442,+1.5204,+001.39,+1.7432,0,000
1560524845.8669813,+1.5204,+001.39,+1.7432,0,000
1560524863.8878245,+1.5204,+001.39,+1.7432,0,000
1560524881.9088376,+1.5204,+001.39,+1.7432,0,000
1560524899.9297488,+1.5204,+001.39,+1.7432,0,000
1560524917.9508803,+1.5204,+001.39,+1.7432,0,000
1560524935.971987,+1.5204,+001.39,+1.7432,0,000
1560524953.9929125,+1.5204,+001.39,+1.7432,0,000
1560524972.0138872,+1.5204,+001.39,+1.7432,0,000
1560524990.0347404,+1.5204,+001.39,+1.7432,0,000
1560525008.0554142,+1.5204,+001.39,+1.7432,0,000
1560525026.0761487,+1.5204,+001.39,+1.7432,0,000
1560525044.0972598,+1.5204,+001.39,+1.7432,0,000
1560525062.1160417,+1.5205,+001.39,+1.7432,0,000
1560525080.1346824,+1.5205,+001.39,+1.7432,0,000
1560525098.155149,+1.5205,+001.39,+1.7432,0,000
1560525116.1755428,+1.5205,+001.39,+1.7432,0,000
1560525134.1964538,+1.5205,+001.39,+1.7432,0,000
1560525152.216716,+1.5205,+001.39,+1.7432,0,000
1560525170.2376113,+1.5205,+001.39,+1.7432,0,000
1560525188.2560313,+1.5205,+001.39,+1.7432,0,000
1560525206.2769086,+1.5205,+001.39,+1.7432,0,000
1560525224.296899,+1.5205,+001.39,+1.7432,0,000
1560525242.316895,+1.5205,+001.39,+1.7432,0,000
1560525260.337863,+1.5205,+001.39,+1.7432,0,000
1560525278.3581975,+1.5205,+001.39,+1.7432,0,000
1560525296.378619,+1.5205,+001.39,+1.7432,0,000
1560525314.3994422,+1.5205,+001.39,+1.7432,0,000
1560525332.4203367,+1.5205,+001.39,+1.7432,0,000
1560525350.4402912,+1.5205,+001.39,+1.7432,0,000
1560525368.4602966,+1.5205,+001.39,+1.7432,0,000
1560525386.480836,+1.5205,+001.39,+1.7432,0,000
1560525404.501533,+1.5206,+001.39,+1.7432,0,000
1560525422.522349,+1.5206,+001.39,+1.7432,0,000
1560525440.5429287,+1.5206,+001.39,+1.7432,0,000
1560525458.5639722,+1.5206,+001.39,+1.7432,0,000
1560525476.585025,+1.5206,+001.39,+1.7432,0,000
1560525494.6059585,+1.5206,+001.39,+1.7432,0,000
1560525512.6270201,+1.5206,+001.39,+1.7432,0,000
1560525530.6481209,+1.5206,+001.39,+1.7432,0,000
1560525548.669126,+1.5206,+001.39,+1.7432,0,000
1560525566.6900969,+1.5206,+001.39,+1.7432,0,000
1560525584.7111557,+1.5206,+001.39,+1.7432,0,000
1560525602.732012,+1.5206,+001.39,+1.7432,0,000
1560525620.7527761,+1.5206,+001.39,+1.7432,0,000
1560525638.7738905,+1.5206,+001.39,+1.7432,0,000
1560525656.7950141,+1.5206,+001.39,+1.7432,0,000
1560525674.8159719,+1.5206,+001.39,+1.7432,0,000
1560525692.8370783,+1.5206,+001.39,+1.7432,0,000
1560525710.8581767,+1.5206,+001.39,+1.7432,0,000
1560525728.8788514,+1.5206,+001.39,+1.7432,0,000
1560525746.8991563,+1.5206,+001.39,+1.7432,0,000
1560525764.9203103,+1.5206,+001.39,+1.7432,0,000
1560525782.9414375,+1.5206,+001.39,+1.7432,0,000
1560525800.9609306,+1.5206,+001.39,+1.7432,0,000
1560525818.981056,+1.5206,+001.39,+1.7432,0,000
1560525837.0021386,+1.5206,+001.39,+1.7432,0,000
1560525855.0223634,+1.5206,+001.39,+1.7432,0,000
1560525873.043493,+1.5206,+001.39,+1.7432,0,000
1560525891.0646393,+1.5206,+001.39,+1.7432,0,000
1560525909.085651,+1.5206,+001.39,+1.7432,0,000
1560525927.106621,+1.5206,+001.39,+1.7432,0,000
1560525945.1276875,+1.5206,+001.39,+1.7432,0,000
1560525963.148773,+1.5206,+001.39,+1.7432,0,000
1560525981.1697688,+1.5206,+001.39,+1.7432,0,000
1560525999.1908393,+1.5206,+001.39,+1.7432,0,000
1560526017.211832,+1.5206,+001.39,+1.7432,0,000
1560526035.232803,+1.5206,+001.39,+1.7432,0,000
1560526053.2538774,+1.5206,+001.39,+1.7432,0,000
1560526071.2750015,+1.5206,+001.39,+1.7432,0,000
1560526089.2957091,+1.5206,+001.39,+1.7432,0,000
1560526107.3160372,+1.5206,+001.39,+1.7432,0,000
1560526125.3365955,+1.5206,+001.39,+1.7432,0,000
1560526143.3555408,+1.5206,+001.39,+1.7432,0,000
1560526161.3766472,+1.5205,+001.39,+1.7432,0,000
1560526179.3978345,+1.5205,+001.39,+1.7432,0,000
1560526197.418981,+1.5205,+001.39,+1.7432,0,000
1560526215.4400308,+1.5206,+001.39,+1.7432,0,000
1560526233.461094,+1.5206,+001.39,+1.7432,0,000
1560526251.482281,+1.5206,+001.39,+1.7432,0,000
1560526269.5033805,+1.5206,+001.39,+1.7432,0,000
1560526287.524556,+1.5206,+001.39,+1.7432,0,000
1560526305.545652,+1.5206,+001.39,+1.7432,0,000
1560526323.5666533,+1.5206,+001.39,+1.7432,0,000
1560526341.5876963,+1.5206,+001.39,+1.7432,0,000
1560526359.6088448,+1.5206,+001.39,+1.7432,0,000
1560526377.6299796,+1.5206,+001.39,+1.7432,0,000
1560526395.65105,+1.5206,+001.39,+1.7432,0,000
1560526413.6722364,+1.5206,+001.39,+1.7432,0,000
1560526431.693441,+1.5206,+001.39,+1.7432,0,000
1560526449.7144446,+1.5206,+001.39,+1.7432,0,000
1560526467.7354777,+1.5206,+001.39,+1.7432,0,000
1560526485.7566876,+1.5206,+001.39,+1.7432,0,000
1560526503.7776675,+1.5206,+001.39,+1.7432,0,000
1560526521.7985063,+1.5206,+001.39,+1.7432,0,000
1560526539.819824,+1.5206,+001.39,+1.7432,0,000
1560526557.8410144,+1.5206,+001.39,+1.7432,0,000
1560526575.8609383,+1.5206,+001.39,+1.7432,0,000
1560526593.8821127,+1.5206,+001.39,+1.7432,0,000
1560526611.9025033,+1.5206,+001.39,+1.7432,0,000
1560526629.9235408,+1.5206,+001.39,+1.7432,0,000
1560526647.9447093,+1.5206,+001.39,+1.7432,0,000
1560526665.9659147,+1.5206,+001.39,+1.7432,0,000
1560526683.9872081,+1.5206,+001.39,+1.7432,0,000
1560526702.0085688,+1.5206,+001.39,+1.7432,0,000
1560526720.029987,+1.5207,+001.39,+1.7432,0,000
1560526738.0513196,+1.5207,+001.39,+1.7432,0,000
1560526756.072574,+1.5207,+001.39,+1.7432,0,000
1560526774.093915,+1.5207,+001.39,+1.7432,0,000
1560526792.1152956,+1.5207,+001.39,+1.7432,0,000
1560526810.1360645,+1.5206,+001.39,+1.7432,0,000
1560526828.1571765,+1.5206,+001.39,+1.7432,0,000
1560526846.178281,+1.5206,+001.39,+1.7432,0,000
1560526864.199443,+1.5206,+001.39,+1.7432,0,000
1560526882.220813,+1.5207,+001.39,+1.7432,0,000
1560526900.2420619,+1.5207,+001.39,+1.7432,0,000
1560526918.2632785,+1.5206,+001.39,+1.7432,0,000
1560526936.2842667,+1.5206,+001.39,+1.7432,0,000
1560526954.305686,+1.5205,+001.39,+1.7432,0,000
1560526972.3268151,+1.5198,+001.39,+1.7432,0,000
1560526990.3478084,+1.5189,+001.39,+1.7432,0,000
1560527008.3690064,+1.5180,+001.39,+1.7431,0,000
1560527026.3901505,+1.5170,+001.39,+1.7431,0,000
1560527044.4114513,+1.5160,+001.39,+1.7431,0,000
1560527062.4318438,+1.5150,+001.39,+1.7431,0,000
1560527080.4531384,+1.5140,+001.39,+1.7431,0,000
1560527098.4743114,+1.5130,+001.39,+1.7431,0,000
1560527116.4954138,+1.5121,+001.39,+1.7431,0,000
1560527134.5168397,+1.5111,+001.39,+1.7431,0,000
1560527152.5382068,+1.5102,+001.39,+1.7431,0,000
1560527170.559142,+1.5094,+001.39,+1.7430,0,000
1560527188.5803936,+1.5085,+001.39,+1.7430,0,000
1560527206.6016233,+1.5077,+001.39,+1.7430,0,000
1560527224.6229951,+1.5069,+001.39,+1.7430,0,000
1560527242.64429,+1.5061,+001.39,+1.7430,0,000
1560527260.6656153,+1.5054,+001.39,+1.7430,0,000
1560527278.6868129,+1.5046,+001.39,+1.7430,0,000
1560527296.7079434,+1.5039,+001.39,+1.7430,0,000
1560527314.729156,+1.5033,+001.39,+1.7430,0,000
1560527332.7502215,+1.5026,+001.39,+1.7430,0,000
1560527350.7710574,+1.5020,+001.39,+1.7430,0,000
1560527368.7922466,+1.5014,+001.39,+1.7430,0,000
1560527386.8133497,+1.5007,+001.39,+1.7430,0,000
1560527404.8344438,+1.5002,+001.39,+1.7430,0,000
1560527422.8553278,+1.4996,+001.39,+1.7430,0,000
1560527440.8764007,+1.4990,+001.39,+1.7429,0,000
1560527458.8974617,+1.4985,+001.39,+1.7429,0,000
1560527476.918498,+1.4979,+001.39,+1.7429,0,000
1560527494.939084,+1.4974,+001.39,+1.7429,0,000
1560527512.9603028,+1.4969,+001.39,+1.7429,0,000
1560527530.981206,+1.4964,+001.39,+1.7429,0,000
1560527549.0022948,+1.4959,+001.39,+1.7429,0,000
1560527567.0235207,+1.4954,+001.39,+1.7429,0,000
1560527585.044684,+1.4949,+001.39,+1.7429,0,000
1560527603.065603,+1.4945,+001.39,+1.7429,0,000
1560527621.086833,+1.4940,+001.39,+1.7429,0,000
1560527639.1079612,+1.4936,+001.39,+1.7429,0,000
1560527657.1290092,+1.4931,+001.39,+1.7429,0,000
1560527675.1502604,+1.4927,+001.39,+1.7429,0,000
1560527693.1713145,+1.4923,+001.39,+1.7428,0,000
1560527711.1923423,+1.4919,+001.39,+1.7428,0,000
1560527729.2135782,+1.4914,+001.39,+1.7428,0,000
1560527747.2328854,+1.4910,+001.39,+1.7428,0,000
1560527765.2539432,+1.4906,+001.39,+1.7428,0,000
1560527783.2751598,+1.4904,+001.39,+1.7428,0,000
1560527801.2966487,+1.4904,+001.39,+1.7428,0,000
1560527819.3180423,+1.4904,+001.39,+1.7428,0,000
1560527837.3392406,+1.4904,+001.39,+1.7428,0,000
1560527855.360043,+1.4905,+001.39,+1.7428,0,000
1560527873.3813062,+1.4906,+001.39,+1.7428,0,000
1560527891.4025,+1.4907,+001.39,+1.7428,0,000
1560527909.4237745,+1.4908,+001.39,+1.7428,0,000
1560527927.44514,+1.4910,+001.39,+1.7428,0,000
1560527945.4662776,+1.4911,+001.39,+1.7428,0,000
1560527963.4875364,+1.4912,+001.39,+1.7429,0,000
1560527981.5089011,+1.4913,+001.39,+1.7429,0,000
1560527999.5302925,+1.4914,+001.39,+1.7429,0,000
1560528017.5510159,+1.4916,+001.39,+1.7429,0,000
1560528035.5702689,+1.4917,+001.39,+1.7429,0,000
1560528053.5913703,+1.4918,+001.39,+1.7429,0,000
1560528071.6113238,+1.4919,+001.39,+1.7429,0,000
1560528089.6304715,+1.4920,+001.39,+1.7429,0,000
1560528107.6511185,+1.4920,+001.39,+1.7429,0,000
1560528125.6721861,+1.4921,+001.39,+1.7429,0,000
1560528143.6932662,+1.4922,+001.39,+1.7429,0,000
1560528161.7145128,+1.4923,+001.39,+1.7429,0,000
1560528179.7356906,+1.4924,+001.39,+1.7429,0,000
1560528197.7547967,+1.4924,+001.39,+1.7429,0,000
1560528215.7761328,+1.4925,+001.39,+1.7429,0,000
1560528233.7974746,+1.4926,+001.39,+1.7429,0,000
1560528251.818488,+1.4927,+001.39,+1.7429,0,000
1560528269.8395836,+1.4928,+001.39,+1.7429,0,000
1560528287.8608582,+1.4929,+001.39,+1.7429,0,000
1560528305.8801234,+1.4929,+001.39,+1.7429,0,000
1560528323.9010417,+1.4930,+001.39,+1.7429,0,000
1560528341.9203525,+1.4931,+001.39,+1.7429,0,000
1560528359.9413693,+1.4931,+001.39,+1.7429,0,000
1560528377.9623888,+1.4932,+001.39,+1.7429,0,000
1560528395.983537,+1.4932,+001.39,+1.7429,0,000
1560528414.004653,+1.4933,+001.39,+1.7429,0,000
1560528432.0236201,+1.4934,+001.39,+1.7429,0,000
1560528450.0447865,+1.4934,+001.39,+1.7429,0,000
1560528468.0659919,+1.4935,+001.39,+1.7429,0,000
1560528486.0870805,+1.4935,+001.39,+1.7429,0,000
1560528504.1080637,+1.4936,+001.39,+1.7429,0,000
1560528522.1292193,+1.4936,+001.39,+1.7429,0,000
1560528540.1501665,+1.4936,+001.39,+1.7429,0,000
1560528558.1710749,+1.4937,+001.39,+1.7429,0,000
1560528576.1923487,+1.4937,+001.39,+1.7429,0,000
1560528594.21347,+1.4938,+001.39,+1.7429,0,000
1560528612.23435,+1.4938,+001.39,+1.7429,0,000
1560528630.2554464,+1.4939,+001.39,+1.7429,0,000
1560528648.2766364,+1.4939,+001.39,+1.7429,0,000
1560528666.2976153,+1.4940,+001.39,+1.7430,0,000
1560528684.3185415,+1.4940,+001.39,+1.7430,0,000
1560528702.3396215,+1.4940,+001.39,+1.7430,0,000
1560528720.3604891,+1.4941,+001.39,+1.7430,0,000
1560528738.3815699,+1.4941,+001.39,+1.7430,0,000
1560528756.4026256,+1.4941,+001.39,+1.7430,0,000
1560528774.4235308,+1.4942,+001.39,+1.7430,0,000
1560528792.4439785,+1.4942,+001.39,+1.7430,0,000
1560528810.464964,+1.4942,+001.39,+1.7430,0,000
1560528828.4858682,+1.4943,+001.39,+1.7430,0,000
1560528846.506424,+1.4943,+001.39,+1.7430,0,000
1560528864.5275986,+1.4944,+001.39,+1.7430,0,000
1560528882.54872,+1.4944,+001.39,+1.7430,0,000
1560528900.5696507,+1.4944,+001.39,+1.7430,0,000
1560528918.5905426,+1.4945,+001.39,+1.7430,0,000
1560528936.611691,+1.4945,+001.39,+1.7430,0,000
1560528954.6328669,+1.4945,+001.39,+1.7430,0,000
1560528972.6537163,+1.4946,+001.39,+1.7430,0,000
1560528990.674788,+1.4946,+001.39,+1.7430,0,000
1560529008.6958685,+1.4946,+001.39,+1.7430,0,000
1560529026.7168632,+1.4947,+001.39,+1.7430,0,000
1560529044.7374897,+1.4947,+001.39,+1.7430,0,000
1560529062.756894,+1.4947,+001.39,+1.7430,0,000
1560529080.7777765,+1.4947,+001.39,+1.7430,0,000
1560529098.7985046,+1.4948,+001.39,+1.7430,0,000
1560529116.8197048,+1.4948,+001.39,+1.7430,0,000
1560529134.8411448,+1.4949,+001.39,+1.7430,0,000
1560529152.8622456,+1.4949,+001.39,+1.7430,0,000
1560529170.8835726,+1.4949,+001.39,+1.7430,0,000
1560529188.905042,+1.4950,+001.39,+1.7430,0,000
1560529206.924945,+1.4950,+001.39,+1.7430,0,000
1560529224.9460511,+1.4951,+001.39,+1.7430,0,000
1560529242.967154,+1.4951,+001.39,+1.7430,0,000
1560529260.9881873,+1.4952,+001.39,+1.7430,0,000
1560529279.0091546,+1.4952,+001.39,+1.7430,0,000
1560529297.0303152,+1.4952,+001.39,+1.7430,0,000
1560529315.0515096,+1.4952,+001.39,+1.7430,0,000
1560529333.072402,+1.4953,+001.39,+1.7430,0,000
1560529351.0936103,+1.4953,+001.39,+1.7430,0,000
1560529369.1147468,+1.4953,+001.39,+1.7430,0,000
1560529387.13587,+1.4953,+001.39,+1.7430,0,000
1560529405.157049,+1.4953,+001.39,+1.7430,0,000
1560529423.1781678,+1.4954,+001.39,+1.7430,0,000
1560529441.1980927,+1.4954,+001.39,+1.7430,0,000
1560529459.218284,+1.4954,+001.39,+1.7430,0,000
1560529477.2394295,+1.4955,+001.39,+1.7430,0,000
1560529495.2605908,+1.4955,+001.39,+1.7430,0,000
1560529513.281384,+1.4956,+001.39,+1.7430,0,000
1560529531.3025613,+1.4956,+001.39,+1.7430,0,000
1560529549.3237028,+1.4956,+001.39,+1.7430,0,000
1560529567.3448553,+1.4957,+001.39,+1.7430,0,000
1560529585.365891,+1.4957,+001.39,+1.7430,0,000
1560529603.3870168,+1.4957,+001.39,+1.7430,0,000
1560529621.407978,+1.4957,+001.39,+1.7430,0,000
1560529639.428321,+1.4958,+001.39,+1.7430,0,000
1560529657.4494927,+1.4958,+001.39,+1.7430,0,000
1560529675.470609,+1.4958,+001.39,+1.7430,0,000
1560529693.491531,+1.4959,+001.39,+1.7430,0,000
1560529711.5127044,+1.4959,+001.39,+1.7430,0,000
1560529729.5338447,+1.4959,+001.39,+1.7430,0,000
1560529747.554935,+1.4958,+001.39,+1.7430,0,000
1560529765.575996,+1.4958,+001.39,+1.7430,0,000
1560529783.5949986,+1.4958,+001.39,+1.7430,0,000
1560529801.6161716,+1.4957,+001.39,+1.7430,0,000
1560529819.6371384,+1.4957,+001.39,+1.7430,0,000
1560529837.6582785,+1.4956,+001.39,+1.7430,0,000
1560529855.6792724,+1.4955,+001.39,+1.7430,0,000
1560529873.7000396,+1.4954,+001.39,+1.7430,0,000
1560529891.7212098,+1.4954,+001.39,+1.7430,0,000
1560529909.7422833,+1.4953,+001.39,+1.7430,0,000
1560529927.7634022,+1.4953,+001.39,+1.7430,0,000
1560529945.7844586,+1.4952,+001.39,+1.7430,0,000
1560529963.8054724,+1.4952,+001.39,+1.7430,0,000
1560529981.8264658,+1.4952,+001.39,+1.7430,0,000
1560529999.8473618,+1.4951,+001.39,+1.7430,0,000
1560530017.8684828,+1.4951,+001.39,+1.7430,0,000
1560530035.8896186,+1.4951,+001.39,+1.7430,0,000
1560530053.9105453,+1.4951,+001.39,+1.7430,0,000
1560530071.9312212,+1.4951,+001.39,+1.7430,0,000
1560530089.9518096,+1.4951,+001.39,+1.7430,0,000
1560530107.9730828,+1.4951,+001.39,+1.7430,0,000
1560530125.9942381,+1.4952,+001.39,+1.7430,0,000
1560530144.0155308,+1.4952,+001.39,+1.7430,0,000
1560530162.0368521,+1.4952,+001.39,+1.7430,0,000
1560530180.0579247,+1.4952,+001.39,+1.7430,0,000
1560530198.0791392,+1.4952,+001.39,+1.7430,0,000
1560530216.1006422,+1.4953,+001.39,+1.7430,0,000
1560530234.1216545,+1.4953,+001.39,+1.7430,0,000
1560530252.1429133,+1.4953,+001.39,+1.7431,0,000
1560530270.16437,+1.4953,+001.39,+1.7431,0,000
1560530288.18565,+1.4953,+001.39,+1.7430,0,000
1560530306.2065027,+1.4954,+001.39,+1.7430,0,000
1560530324.2278838,+1.4954,+001.39,+1.7430,0,000
1560530342.2492852,+1.4954,+001.39,+1.7430,0,000
1560530360.270414,+1.4954,+001.39,+1.7430,0,000
1560530378.2916596,+1.4955,+001.39,+1.7430,0,000
1560530396.313047,+1.4955,+001.39,+1.7430,0,000
1560530414.333709,+1.4955,+001.39,+1.7430,0,000
1560530432.3549933,+1.4954,+001.39,+1.7430,0,000
1560530450.3765028,+1.4954,+001.39,+1.7430,0,000
1560530468.3978317,+1.4954,+001.39,+1.7430,0,000
1560530486.4184735,+1.4954,+001.39,+1.7430,0,000
1560530504.4384813,+1.4954,+001.39,+1.7430,0,000
1560530522.459631,+1.4953,+001.39,+1.7430,0,000
1560530540.4807193,+1.4953,+001.39,+1.7430,0,000
1560530558.5019927,+1.4952,+001.39,+1.7430,0,000
1560530576.523306,+1.4952,+001.39,+1.7430,0,000
1560530594.5441916,+1.4952,+001.39,+1.7430,0,000
1560530612.5654159,+1.4952,+001.39,+1.7430,0,000
1560530630.5866542,+1.4951,+001.39,+1.7430,0,000
1560530648.6079009,+1.4951,+001.39,+1.7430,0,000
1560530666.6290417,+1.4951,+001.39,+1.7430,0,000
1560530684.6501486,+1.4951,+001.39,+1.7430,0,000
1560530702.671398,+1.4951,+001.39,+1.7430,0,000
1560530720.692454,+1.4951,+001.39,+1.7430,0,000
1560530738.7137043,+1.4951,+001.39,+1.7430,0,000
1560530756.7351682,+1.4951,+001.39,+1.7430,0,000
1560530774.756318,+1.4951,+001.39,+1.7430,0,000
1560530792.7774494,+1.4951,+001.39,+1.7430,0,000
1560530810.7982907,+1.4951,+001.39,+1.7430,0,000
1560530828.819234,+1.4951,+001.39,+1.7430,0,000
1560530846.8401134,+1.4951,+001.39,+1.7430,0,000
1560530864.8613553,+1.4952,+001.39,+1.7430,0,000
1560530882.8802986,+1.4952,+001.39,+1.7430,0,000
1560530900.9014025,+1.4952,+001.39,+1.7430,0,000
1560530918.9226568,+1.4952,+001.39,+1.7430,0,000
1560530936.944053,+1.4952,+001.39,+1.7430,0,000
1560530954.9649546,+1.4953,+001.39,+1.7430,0,000
1560530972.9862456,+1.4953,+001.39,+1.7430,0,000
1560530991.0077565,+1.4953,+001.39,+1.7430,0,000
1560531009.0287182,+1.4953,+001.39,+1.7430,0,000
1560531027.048262,+1.4953,+001.39,+1.7430,0,000
1560531045.0690958,+1.4953,+001.39,+1.7430,0,000
1560531063.09007,+1.4953,+001.39,+1.7430,0,000
1560531081.1111176,+1.4953,+001.39,+1.7430,0,000
1560531099.1322534,+1.4953,+001.39,+1.7430,0,000
1560531117.15254,+1.4953,+001.39,+1.7430,0,000
1560531135.1732833,+1.4953,+001.39,+1.7430,0,000
1560531153.194386,+1.4952,+001.39,+1.7430,0,000
1560531171.2154949,+1.4952,+001.39,+1.7430,0,000
1560531189.2365627,+1.4952,+001.39,+1.7430,0,000
1560531207.2574074,+1.4952,+001.39,+1.7430,0,000
1560531225.278426,+1.4952,+001.39,+1.7430,0,000
