t,Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1559858303.0111885,+0.7502,+213.7,+0.7236,0,000
1559858321.0323086,+0.7503,+213.7,+0.7238,0,000
1559858339.0524733,+0.7504,+213.6,+0.7239,0,000
1559858357.0734622,+0.7506,+213.5,+0.7241,0,000
1559858375.09373,+0.7507,+213.5,+0.7242,0,000
1559858393.1147006,+0.7508,+213.4,+0.7244,0,000
1559858411.1356297,+0.7509,+213.4,+0.7245,0,000
1559858429.1566412,+0.7511,+213.3,+0.7247,0,000
1559858447.1775846,+0.7512,+213.2,+0.7248,0,000
1559858465.1971142,+0.7513,+213.2,+0.7249,0,000
1559858483.2179172,+0.7514,+213.1,+0.7251,0,000
1559858501.238916,+0.7516,+213.1,+0.7252,0,000
1559858519.2599497,+0.7517,+213.0,+0.7254,0,000
1559858537.2809222,+0.7518,+212.9,+0.7255,0,000
1559858555.3009663,+0.7519,+212.9,+0.7256,0,000
1559858573.3218296,+0.7521,+212.8,+0.7258,0,000
1559858591.342699,+0.7522,+212.8,+0.7259,0,000
1559858609.3636467,+0.7523,+212.7,+0.7261,0,000
1559858627.384663,+0.7524,+212.6,+0.7262,0,000
1559858645.4055946,+0.7526,+212.6,+0.7264,0,000
1559858663.4263823,+0.7527,+212.5,+0.7265,0,000
1559858681.4473279,+0.7528,+212.5,+0.7266,0,000
1559858699.4682987,+0.7530,+212.4,+0.7268,0,000
1559858717.48937,+0.7531,+212.3,+0.7269,0,000
1559858735.5104284,+0.7532,+212.3,+0.7271,0,000
1559858753.5313044,+0.7533,+212.2,+0.7272,0,000
1559858771.5520885,+0.7535,+212.1,+0.7273,0,000
1559858789.5729842,+0.7536,+212.1,+0.7275,0,000
1559858807.5939791,+0.7537,+212.0,+0.7276,0,000
1559858825.613597,+0.7538,+212.0,+0.7278,0,000
1559858843.6331205,+0.7540,+211.9,+0.7279,0,000
1559858861.6528804,+0.7541,+211.8,+0.7280,0,000
1559858879.6717772,+0.7542,+211.8,+0.7282,0,000
1559858897.6916482,+0.7543,+211.7,+0.7283,0,000
1559858915.7122784,+0.7545,+211.7,+0.7285,0,000
1559858933.7317233,+0.7546,+211.6,+0.7286,0,000
1559858951.7511463,+0.7547,+211.5,+0.7288,0,000
1559858969.7723045,+0.7548,+211.5,+0.7289,0,000
1559858987.7917278,+0.7550,+211.4,+0.7290,0,000
1559859005.8128467,+0.7551,+211.4,+0.7292,0,000
1559859023.8329504,+0.7552,+211.3,+0.7293,0,000
1559859041.8515744,+0.7553,+211.2,+0.7295,0,000
1559859059.87031,+0.7555,+211.2,+0.7296,0,000
1559859077.8890104,+0.7556,+211.1,+0.7297,0,000
1559859095.9091322,+0.7557,+211.1,+0.7299,0,000
1559859113.9302728,+0.7558,+211.0,+0.7300,0,000
1559859131.949593,+0.7560,+210.9,+0.7302,0,000
1559859149.9706953,+0.7561,+210.9,+0.7303,0,000
1559859167.9917822,+0.7562,+210.8,+0.7304,0,000
1559859186.0129354,+0.7563,+210.8,+0.7306,0,000
1559859204.0338397,+0.7565,+210.7,+0.7307,0,000
1559859222.0548291,+0.7566,+210.6,+0.7309,0,000
1559859240.0751235,+0.7567,+210.6,+0.7310,0,000
1559859258.0958626,+0.7568,+210.5,+0.7312,0,000
1559859276.116942,+0.7570,+210.4,+0.7313,0,000
1559859294.1377897,+0.7571,+210.4,+0.7314,0,000
1559859312.157616,+0.7572,+210.3,+0.7316,0,000
1559859330.1785512,+0.7573,+210.3,+0.7317,0,000
1559859348.1992996,+0.7575,+210.2,+0.7319,0,000
1559859366.220296,+0.7576,+210.1,+0.7320,0,000
1559859384.2410104,+0.7577,+210.1,+0.7321,0,000
1559859402.2620792,+0.7578,+210.0,+0.7323,0,000
1559859420.282947,+0.7580,+210.0,+0.7324,0,000
1559859438.3037336,+0.7581,+209.9,+0.7326,0,000
1559859456.3248816,+0.7582,+209.8,+0.7327,0,000
1559859474.346023,+0.7583,+209.8,+0.7328,0,000
1559859492.366536,+0.7585,+209.7,+0.7330,0,000
1559859510.3876474,+0.7586,+209.7,+0.7331,0,000
1559859528.4086754,+0.7587,+209.6,+0.7333,0,000
1559859546.4296927,+0.7588,+209.5,+0.7334,0,000
1559859564.4490104,+0.7590,+209.5,+0.7335,0,000
1559859582.4696236,+0.7591,+209.4,+0.7337,0,000
1559859600.4904144,+0.7592,+209.4,+0.7338,0,000
1559859618.5112662,+0.7593,+209.3,+0.7340,0,000
1559859636.5322497,+0.7595,+209.2,+0.7341,0,000
1559859654.5532281,+0.7596,+209.2,+0.7342,0,000
1559859672.5741897,+0.7597,+209.1,+0.7344,0,000
1559859690.595158,+0.7598,+209.1,+0.7345,0,000
1559859708.6162088,+0.7600,+209.0,+0.7347,0,000
1559859726.6369612,+0.7601,+208.9,+0.7348,0,000
1559859744.6580007,+0.7602,+208.9,+0.7349,0,000
1559859762.679081,+0.7603,+208.8,+0.7351,0,000
1559859780.6999683,+0.7605,+208.8,+0.7352,0,000
1559859798.7209876,+0.7606,+208.7,+0.7354,0,000
1559859816.741431,+0.7607,+208.6,+0.7355,0,000
1559859834.7619948,+0.7608,+208.6,+0.7356,0,000
1559859852.7807367,+0.7609,+208.5,+0.7358,0,000
1559859870.8015082,+0.7611,+208.5,+0.7359,0,000
1559859888.8225555,+0.7612,+208.4,+0.7361,0,000
1559859906.843067,+0.7613,+208.3,+0.7362,0,000
1559859924.863167,+0.7615,+208.3,+0.7363,0,000
1559859942.8843539,+0.7616,+208.2,+0.7365,0,000
1559859960.9052627,+0.7617,+208.2,+0.7366,0,000
1559859978.92486,+0.7618,+208.1,+0.7368,0,000
1559859996.9457574,+0.7619,+208.0,+0.7369,0,000
1559860014.9665904,+0.7621,+208.0,+0.7370,0,000
1559860032.987015,+0.7622,+207.9,+0.7372,0,000
1559860051.0076373,+0.7623,+207.9,+0.7373,0,000
1559860069.0275187,+0.7624,+207.8,+0.7374,0,000
1559860087.0484462,+0.7626,+207.7,+0.7376,0,000
1559860105.069293,+0.7627,+207.7,+0.7377,0,000
1559860123.0902603,+0.7628,+207.6,+0.7379,0,000
1559860141.111182,+0.7629,+207.6,+0.7380,0,000
1559860159.132198,+0.7631,+207.5,+0.7381,0,000
1559860177.1531556,+0.7632,+207.4,+0.7383,0,000
1559860195.1742067,+0.7633,+207.4,+0.7384,0,000
1559860213.195034,+0.7634,+207.3,+0.7386,0,000
1559860231.21577,+0.7636,+207.3,+0.7387,0,000
1559860249.2366815,+0.7637,+207.2,+0.7388,0,000
1559860267.2563832,+0.7638,+207.1,+0.7390,0,000
1559860285.2774615,+0.7639,+207.1,+0.7391,0,000
1559860303.2983425,+0.7640,+207.0,+0.7393,0,000
1559860321.3193536,+0.7642,+207.0,+0.7394,0,000
1559860339.340339,+0.7643,+206.9,+0.7395,0,000
1559860357.3614552,+0.7644,+206.8,+0.7397,0,000
1559860375.3824956,+0.7645,+206.8,+0.7398,0,000
1559860393.4032621,+0.7647,+206.7,+0.7400,0,000
1559860411.4240344,+0.7648,+206.7,+0.7401,0,000
1559860429.4449792,+0.7649,+206.6,+0.7402,0,000
1559860447.4660528,+0.7650,+206.5,+0.7404,0,000
1559860465.487024,+0.7651,+206.5,+0.7405,0,000
1559860483.5078402,+0.7653,+206.4,+0.7407,0,000
1559860501.528871,+0.7654,+206.4,+0.7408,0,000
1559860519.5492861,+0.7655,+206.3,+0.7409,0,000
1559860537.5701559,+0.7656,+206.2,+0.7411,0,000
1559860555.5910268,+0.7658,+206.2,+0.7412,0,000
1559860573.6110437,+0.7659,+206.1,+0.7413,0,000
1559860591.6319673,+0.7660,+206.1,+0.7415,0,000
1559860609.6529946,+0.7661,+206.0,+0.7416,0,000
1559860627.673945,+0.7663,+205.9,+0.7418,0,000
1559860645.695054,+0.7664,+205.9,+0.7419,0,000
1559860663.715116,+0.7665,+205.8,+0.7420,0,000
1559860681.7356377,+0.7666,+205.8,+0.7422,0,000
1559860699.7564583,+0.7667,+205.7,+0.7423,0,000
1559860717.7775264,+0.7669,+205.7,+0.7424,0,000
1559860735.7976093,+0.7670,+205.6,+0.7426,0,000
1559860753.8185084,+0.7671,+205.5,+0.7427,0,000
1559860771.8391874,+0.7672,+205.5,+0.7429,0,000
1559860789.8598158,+0.7674,+205.4,+0.7430,0,000
1559860807.8809085,+0.7675,+205.4,+0.7431,0,000
1559860825.9010184,+0.7676,+205.3,+0.7433,0,000
1559860843.9215417,+0.7677,+205.2,+0.7434,0,000
1559860861.9426079,+0.7678,+205.2,+0.7436,0,000
1559860879.963485,+0.7680,+205.1,+0.7437,0,000
1559860897.984375,+0.7681,+205.1,+0.7438,0,000
1559860916.005457,+0.7682,+205.0,+0.7440,0,000
1559860934.026131,+0.7683,+204.9,+0.7441,0,000
1559860952.0456083,+0.7684,+204.9,+0.7442,0,000
1559860970.0665357,+0.7686,+204.8,+0.7444,0,000
1559860988.0873952,+0.7687,+204.8,+0.7445,0,000
1559861006.1083212,+0.7688,+204.7,+0.7447,0,000
1559861024.1293542,+0.7689,+204.6,+0.7448,0,000
1559861042.1502779,+0.7691,+204.6,+0.7449,0,000
1559861060.1710806,+0.7692,+204.5,+0.7451,0,000
1559861078.191807,+0.7693,+204.5,+0.7452,0,000
1559861096.2124186,+0.7694,+204.4,+0.7453,0,000
1559861114.2334538,+0.7696,+204.3,+0.7455,0,000
1559861132.2529972,+0.7697,+204.3,+0.7456,0,000
1559861150.273984,+0.7698,+204.2,+0.7458,0,000
1559861168.2950563,+0.7699,+204.2,+0.7459,0,000
1559861186.3160284,+0.7700,+204.1,+0.7460,0,000
1559861204.336958,+0.7702,+204.0,+0.7462,0,000
1559861222.3569484,+0.7703,+204.0,+0.7463,0,000
1559861240.37794,+0.7704,+203.9,+0.7465,0,000
1559861258.3988943,+0.7705,+203.9,+0.7466,0,000
1559861276.4191382,+0.7706,+203.8,+0.7467,0,000
1559861294.43988,+0.7708,+203.7,+0.7469,0,000
1559861312.4609253,+0.7709,+203.7,+0.7470,0,000
1559861330.4819367,+0.7710,+203.6,+0.7471,0,000
1559861348.5028162,+0.7711,+203.6,+0.7473,0,000
1559861366.5234728,+0.7713,+203.5,+0.7474,0,000
1559861384.5443451,+0.7714,+203.5,+0.7476,0,000
1559861402.5649307,+0.7715,+203.4,+0.7477,0,000
1559861420.585863,+0.7716,+203.3,+0.7478,0,000
1559861438.6048856,+0.7717,+203.3,+0.7480,0,000
1559861456.6257968,+0.7719,+203.2,+0.7481,0,000
1559861474.64663,+0.7720,+203.2,+0.7482,0,000
1559861492.6675498,+0.7721,+203.1,+0.7484,0,000
1559861510.6882827,+0.7722,+203.0,+0.7485,0,000
1559861528.7092104,+0.7723,+203.0,+0.7487,0,000
1559861546.7301712,+0.7725,+202.9,+0.7488,0,000
1559861564.7511303,+0.7726,+202.9,+0.7489,0,000
1559861582.7722118,+0.7727,+202.8,+0.7491,0,000
1559861600.7932556,+0.7728,+202.7,+0.7492,0,000
1559861618.8141987,+0.7730,+202.7,+0.7493,0,000
1559861636.835161,+0.7731,+202.6,+0.7495,0,000
1559861654.8558998,+0.7732,+202.6,+0.7496,0,000
1559861672.876992,+0.7733,+202.5,+0.7497,0,000
1559861690.8981228,+0.7734,+202.4,+0.7499,0,000
1559861708.9192395,+0.7736,+202.4,+0.7500,0,000
1559861726.9402046,+0.7737,+202.3,+0.7502,0,000
1559861744.9597754,+0.7738,+202.3,+0.7503,0,000
1559861762.9809246,+0.7739,+202.2,+0.7504,0,000
1559861781.000977,+0.7740,+202.2,+0.7506,0,000
1559861799.0209363,+0.7742,+202.1,+0.7507,0,000
1559861817.0389447,+0.7743,+202.0,+0.7508,0,000
1559861835.0590026,+0.7744,+202.0,+0.7510,0,000
1559861853.0800188,+0.7745,+201.9,+0.7511,0,000
1559861871.0994065,+0.7746,+201.9,+0.7512,0,000
1559861889.1203315,+0.7748,+201.8,+0.7514,0,000
1559861907.1409223,+0.7749,+201.7,+0.7515,0,000
1559861925.160471,+0.7750,+201.7,+0.7517,0,000
1559861943.1809397,+0.7751,+201.6,+0.7518,0,000
1559861961.2018635,+0.7752,+201.6,+0.7519,0,000
1559861979.22277,+0.7754,+201.5,+0.7521,0,000
1559861997.2438786,+0.7755,+201.5,+0.7522,0,000
1559862015.2643464,+0.7756,+201.4,+0.7523,0,000
1559862033.2854605,+0.7757,+201.3,+0.7525,0,000
1559862051.3064878,+0.7759,+201.3,+0.7526,0,000
1559862069.3275578,+0.7760,+201.2,+0.7527,0,000
1559862087.3485005,+0.7761,+201.2,+0.7529,0,000
1559862105.369542,+0.7762,+201.1,+0.7530,0,000
1559862123.3905547,+0.7763,+201.0,+0.7532,0,000
1559862141.411673,+0.7764,+201.0,+0.7533,0,000
1559862159.432176,+0.7766,+200.9,+0.7534,0,000
1559862177.452886,+0.7767,+200.9,+0.7536,0,000
1559862195.4736087,+0.7768,+200.8,+0.7537,0,000
1559862213.4947717,+0.7769,+200.8,+0.7538,0,000
1559862231.5151927,+0.7770,+200.7,+0.7540,0,000
1559862249.5362813,+0.7772,+200.6,+0.7541,0,000
1559862267.5564713,+0.7773,+200.6,+0.7542,0,000
1559862285.5775695,+0.7774,+200.5,+0.7544,0,000
1559862303.5982692,+0.7775,+200.5,+0.7545,0,000
1559862321.6190202,+0.7776,+200.4,+0.7546,0,000
1559862339.6399975,+0.7778,+200.3,+0.7548,0,000
1559862357.6608546,+0.7779,+200.3,+0.7549,0,000
1559862375.6813688,+0.7780,+200.2,+0.7551,0,000
1559862393.7023282,+0.7781,+200.2,+0.7552,0,000
1559862411.7232208,+0.7782,+200.1,+0.7553,0,000
1559862429.7442305,+0.7784,+200.0,+0.7555,0,000
1559862447.7615166,+0.7785,+200.0,+0.7556,0,000
1559862465.7821772,+0.7786,+199.94,+0.7557,0,000
1559862483.8011718,+0.7787,+199.88,+0.7559,0,000
1559862501.8220336,+0.7788,+199.82,+0.7560,0,000
1559862519.8412635,+0.7790,+199.76,+0.7561,0,000
1559862537.8622363,+0.7791,+199.71,+0.7563,0,000
1559862555.883308,+0.7792,+199.65,+0.7564,0,000
1559862573.9042108,+0.7793,+199.59,+0.7565,0,000
1559862591.9249196,+0.7794,+199.53,+0.7567,0,000
1559862609.9445033,+0.7796,+199.47,+0.7568,0,000
1559862627.9654799,+0.7797,+199.41,+0.7570,0,000
1559862645.986375,+0.7798,+199.36,+0.7571,0,000
1559862664.0070488,+0.7799,+199.30,+0.7572,0,000
1559862682.0275006,+0.7800,+199.24,+0.7574,0,000
1559862700.045354,+0.7802,+199.18,+0.7575,0,000
1559862718.0641654,+0.7803,+199.12,+0.7576,0,000
1559862736.0848641,+0.7804,+199.06,+0.7578,0,000
1559862754.1055522,+0.7805,+199.00,+0.7579,0,000
1559862772.1266365,+0.7806,+198.94,+0.7580,0,000
1559862790.146898,+0.7808,+198.89,+0.7582,0,000
1559862808.1672544,+0.7809,+198.83,+0.7583,0,000
1559862826.1884477,+0.7810,+198.77,+0.7584,0,000
1559862844.2096455,+0.7811,+198.72,+0.7586,0,000
1559862862.2308164,+0.7812,+198.66,+0.7587,0,000
1559862880.2520053,+0.7813,+198.60,+0.7588,0,000
1559862898.2731104,+0.7815,+198.54,+0.7590,0,000
1559862916.2941508,+0.7816,+198.48,+0.7591,0,000
1559862934.3152,+0.7817,+198.43,+0.7592,0,000
1559862952.3356795,+0.7818,+198.37,+0.7594,0,000
1559862970.356345,+0.7819,+198.31,+0.7595,0,000
1559862988.3763967,+0.7821,+198.25,+0.7596,0,000
1559863006.3975334,+0.7822,+198.20,+0.7598,0,000
1559863024.4186206,+0.7823,+198.14,+0.7599,0,000
1559863042.4398086,+0.7824,+198.08,+0.7601,0,000
1559863060.460715,+0.7826,+198.02,+0.7602,0,000
1559863078.481638,+0.7827,+197.96,+0.7603,0,000
1559863096.502462,+0.7828,+197.90,+0.7605,0,000
1559863114.5234258,+0.7829,+197.85,+0.7606,0,000
1559863132.544468,+0.7830,+197.79,+0.7607,0,000
1559863150.5653372,+0.7831,+197.73,+0.7609,0,000
1559863168.5850134,+0.7833,+197.68,+0.7610,0,000
1559863186.6058729,+0.7834,+197.61,+0.7611,0,000
1559863204.626885,+0.7835,+197.56,+0.7613,0,000
1559863222.6479554,+0.7836,+197.50,+0.7614,0,000
1559863240.6691594,+0.7837,+197.44,+0.7615,0,000
1559863258.6902285,+0.7839,+197.38,+0.7617,0,000
1559863276.7111812,+0.7840,+197.33,+0.7618,0,000
1559863294.7322779,+0.7841,+197.27,+0.7619,0,000
1559863312.7529864,+0.7842,+197.21,+0.7621,0,000
1559863330.7728012,+0.7843,+197.16,+0.7622,0,000
1559863348.792445,+0.7845,+197.09,+0.7623,0,000
1559863366.813521,+0.7846,+197.04,+0.7625,0,000
1559863384.8329492,+0.7847,+196.98,+0.7626,0,000
1559863402.853898,+0.7848,+196.92,+0.7627,0,000
1559863420.8749993,+0.7849,+196.87,+0.7629,0,000
1559863438.8959544,+0.7850,+196.81,+0.7630,0,000
1559863456.9171696,+0.7852,+196.75,+0.7631,0,000
1559863474.93637,+0.7853,+196.70,+0.7633,0,000
1559863492.957583,+0.7854,+196.63,+0.7634,0,000
1559863510.9785662,+0.7855,+196.58,+0.7635,0,000
1559863528.9996276,+0.7856,+196.53,+0.7637,0,000
1559863547.0207021,+0.7858,+196.47,+0.7638,0,000
1559863565.0403924,+0.7859,+196.41,+0.7639,0,000
1559863583.0608015,+0.7860,+196.35,+0.7641,0,000
1559863601.0811744,+0.7861,+196.29,+0.7642,0,000
1559863619.1007326,+0.7862,+196.24,+0.7643,0,000
1559863637.1197414,+0.7863,+196.18,+0.7645,0,000
1559863655.1395094,+0.7865,+196.12,+0.7646,0,000
1559863673.1592786,+0.7866,+196.07,+0.7647,0,000
1559863691.1803598,+0.7867,+196.01,+0.7649,0,000
1559863709.2010167,+0.7868,+195.95,+0.7650,0,000
1559863727.222063,+0.7869,+195.90,+0.7651,0,000
1559863745.2429712,+0.7871,+195.84,+0.7653,0,000
1559863763.263833,+0.7872,+195.78,+0.7654,0,000
1559863781.284127,+0.7873,+195.73,+0.7655,0,000
1559863799.3051713,+0.7874,+195.66,+0.7657,0,000
1559863817.3263457,+0.7875,+195.61,+0.7658,0,000
1559863835.3474848,+0.7877,+195.55,+0.7659,0,000
1559863853.3686337,+0.7878,+195.49,+0.7661,0,000
1559863871.3895671,+0.7879,+195.43,+0.7662,0,000
1559863889.410606,+0.7880,+195.38,+0.7663,0,000
1559863907.4315133,+0.7881,+195.32,+0.7665,0,000
1559863925.4525514,+0.7882,+195.26,+0.7666,0,000
1559863943.473336,+0.7884,+195.21,+0.7667,0,000
1559863961.494474,+0.7885,+195.15,+0.7669,0,000
1559863979.5154355,+0.7886,+195.09,+0.7670,0,000
1559863997.5362985,+0.7887,+195.03,+0.7671,0,000
1559864015.557346,+0.7888,+194.98,+0.7673,0,000
1559864033.5785189,+0.7890,+194.92,+0.7674,0,000
1559864051.5984447,+0.7891,+194.86,+0.7675,0,000
1559864069.6195087,+0.7892,+194.80,+0.7676,0,000
1559864087.6406877,+0.7893,+194.75,+0.7678,0,000
1559864105.6609795,+0.7894,+194.68,+0.7679,0,000
1559864123.6820004,+0.7895,+194.63,+0.7681,0,000
1559864141.7028732,+0.7897,+194.57,+0.7682,0,000
1559864159.7239377,+0.7898,+194.51,+0.7683,0,000
1559864177.7451217,+0.7899,+194.45,+0.7684,0,000
1559864195.763726,+0.7900,+194.40,+0.7686,0,000
1559864213.7848923,+0.7901,+194.33,+0.7687,0,000
1559864231.8058252,+0.7902,+194.28,+0.7688,0,000
1559864249.8268018,+0.7904,+194.22,+0.7690,0,000
1559864267.8471184,+0.7905,+194.16,+0.7691,0,000
1559864285.8674483,+0.7906,+194.10,+0.7692,0,000
1559864303.8880117,+0.7907,+194.05,+0.7694,0,000
1559864321.9091353,+0.7908,+193.99,+0.7695,0,000
1559864339.9283917,+0.7910,+193.93,+0.7696,0,000
1559864357.9492202,+0.7911,+193.87,+0.7698,0,000
1559864375.9702451,+0.7912,+193.81,+0.7699,0,000
1559864393.9911032,+0.7913,+193.76,+0.7700,0,000
1559864412.0119958,+0.7914,+193.69,+0.7702,0,000
1559864430.0327702,+0.7915,+193.64,+0.7703,0,000
1559864448.0517504,+0.7917,+193.58,+0.7704,0,000
1559864466.0693696,+0.7918,+193.52,+0.7706,0,000
1559864484.0877376,+0.7919,+193.47,+0.7707,0,000
1559864502.1056132,+0.7920,+193.40,+0.7708,0,000
1559864520.126477,+0.7921,+193.35,+0.7710,0,000
1559864538.1474242,+0.7922,+193.29,+0.7711,0,000
1559864556.1683857,+0.7924,+193.23,+0.7712,0,000
1559864574.1892965,+0.7925,+193.18,+0.7713,0,000
1559864592.2082493,+0.7926,+193.12,+0.7715,0,000
1559864610.2290256,+0.7927,+193.07,+0.7716,0,000
1559864628.2490485,+0.7928,+193.01,+0.7717,0,000
1559864646.2700262,+0.7930,+192.96,+0.7719,0,000
1559864664.2889497,+0.7931,+192.90,+0.7720,0,000
1559864682.3090506,+0.7932,+192.84,+0.7721,0,000
1559864700.329455,+0.7933,+192.78,+0.7722,0,000
1559864718.3503234,+0.7934,+192.73,+0.7724,0,000
1559864736.3711562,+0.7935,+192.67,+0.7725,0,000
