t,Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1559951649.4978385,+1.1959,+011.87,+1.3705,0,000
1559951667.5187263,+1.1960,+011.87,+1.3703,0,000
1559951685.539657,+1.1961,+011.88,+1.3701,0,000
1559951703.5605993,+1.1963,+011.91,+1.3691,0,000
1559951721.5815175,+1.1966,+011.92,+1.3692,0,000
1559951739.6024954,+1.1968,+011.90,+1.3698,0,000
1559951757.6233292,+1.1969,+011.88,+1.3703,0,000
1559951775.6442175,+1.1971,+011.86,+1.3709,0,000
1559951793.6652036,+1.1972,+011.84,+1.3715,0,000
1559951811.686103,+1.1973,+011.81,+1.3721,0,000
1559951829.707047,+1.1974,+011.79,+1.3726,0,000
1559951847.7280195,+1.1975,+011.77,+1.3732,0,000
1559951865.749143,+1.1976,+011.75,+1.3737,0,000
1559951883.7700675,+1.1977,+011.73,+1.3743,0,000
1559951901.7910655,+1.1978,+011.71,+1.3748,0,000
1559951919.8111603,+1.1979,+011.69,+1.3754,0,000
1559951937.8320842,+1.1980,+011.67,+1.3759,0,000
1559951955.852276,+1.1981,+011.65,+1.3764,0,000
1559951973.87304,+1.1982,+011.63,+1.3770,0,000
1559951991.8938985,+1.1983,+011.61,+1.3775,0,000
1559952009.9144464,+1.1984,+011.60,+1.3780,0,000
1559952027.9350414,+1.1985,+011.58,+1.3785,0,000
1559952045.9551754,+1.1986,+011.56,+1.3790,0,000
1559952063.9757566,+1.1987,+011.54,+1.3795,0,000
1559952081.9968522,+1.1988,+011.52,+1.3800,0,000
1559952100.0165575,+1.1989,+011.50,+1.3805,0,000
1559952118.036374,+1.1990,+011.49,+1.3810,0,000
1559952136.057368,+1.1991,+011.47,+1.3815,0,000
1559952154.0757344,+1.1992,+011.45,+1.3819,0,000
1559952172.0944858,+1.1993,+011.43,+1.3824,0,000
1559952190.1149206,+1.1994,+011.42,+1.3829,0,000
1559952208.1357,+1.1994,+011.40,+1.3833,0,000
1559952226.1557326,+1.1995,+011.38,+1.3838,0,000
1559952244.176232,+1.1996,+011.36,+1.3842,0,000
1559952262.1963506,+1.1997,+011.35,+1.3847,0,000
1559952280.2172475,+1.1998,+011.33,+1.3851,0,000
1559952298.2383268,+1.1999,+011.32,+1.3856,0,000
1559952316.2593465,+1.2000,+011.30,+1.3860,0,000
1559952334.280368,+1.2001,+011.29,+1.3864,0,000
1559952352.3010037,+1.2002,+011.27,+1.3868,0,000
1559952370.3207726,+1.2002,+011.25,+1.3873,0,000
1559952388.34103,+1.2003,+011.24,+1.3877,0,000
1559952406.3620915,+1.2004,+011.22,+1.3881,0,000
1559952424.382554,+1.2005,+011.21,+1.3885,0,000
1559952442.403477,+1.2006,+011.19,+1.3889,0,000
1559952460.4244497,+1.2007,+011.18,+1.3893,0,000
1559952478.4443722,+1.2008,+011.17,+1.3897,0,000
1559952496.464275,+1.2008,+011.15,+1.3901,0,000
1559952514.4853964,+1.2009,+011.14,+1.3904,0,000
1559952532.5065413,+1.2010,+011.12,+1.3908,0,000
1559952550.5273387,+1.2011,+011.11,+1.3912,0,000
1559952568.5477626,+1.2012,+011.10,+1.3916,0,000
1559952586.5688505,+1.2012,+011.08,+1.3919,0,000
1559952604.5898924,+1.2013,+011.07,+1.3923,0,000
1559952622.6108637,+1.2014,+011.06,+1.3926,0,000
1559952640.6318386,+1.2015,+011.04,+1.3930,0,000
1559952658.6529577,+1.2015,+011.03,+1.3933,0,000
1559952676.6739242,+1.2016,+011.02,+1.3937,0,000
1559952694.6949427,+1.2017,+011.00,+1.3940,0,000
1559952712.715943,+1.2018,+010.99,+1.3944,0,000
1559952730.7367485,+1.2018,+010.98,+1.3947,0,000
1559952748.757574,+1.2019,+010.97,+1.3950,0,000
1559952766.7784765,+1.2020,+010.96,+1.3953,0,000
1559952784.7994452,+1.2020,+010.94,+1.3956,0,000
1559952802.8196664,+1.2021,+010.93,+1.3960,0,000
1559952820.840457,+1.2022,+010.92,+1.3963,0,000
1559952838.8615193,+1.2022,+010.91,+1.3966,0,000
1559952856.8822045,+1.2023,+010.90,+1.3969,0,000
1559952874.9026198,+1.2024,+010.89,+1.3972,0,000
1559952892.9237053,+1.2025,+010.88,+1.3975,0,000
1559952910.9446452,+1.2025,+010.87,+1.3978,0,000
1559952928.9656093,+1.2026,+010.86,+1.3981,0,000
1559952946.9867682,+1.2026,+010.85,+1.3984,0,000
1559952965.0079732,+1.2027,+010.84,+1.3986,0,000
1559952983.0292134,+1.2028,+010.82,+1.3989,0,000
1559953001.050508,+1.2028,+010.81,+1.3992,0,000
1559953019.0717816,+1.2029,+010.80,+1.3995,0,000
1559953037.0927925,+1.2030,+010.79,+1.3997,0,000
1559953055.1129518,+1.2030,+010.78,+1.4000,0,000
1559953073.1341875,+1.2031,+010.78,+1.4003,0,000
1559953091.1552682,+1.2032,+010.77,+1.4005,0,000
1559953109.1764197,+1.2032,+010.76,+1.4008,0,000
1559953127.1976323,+1.2033,+010.75,+1.4010,0,000
1559953145.2176666,+1.2033,+010.74,+1.4013,0,000
1559953163.236338,+1.2034,+010.73,+1.4015,0,000
1559953181.2575698,+1.2035,+010.72,+1.4018,0,000
1559953199.2787154,+1.2035,+010.71,+1.4020,0,000
1559953217.29961,+1.2036,+010.70,+1.4023,0,000
1559953235.3175807,+1.2036,+010.69,+1.4025,0,000
1559953253.336262,+1.2037,+010.68,+1.4027,0,000
1559953271.3572373,+1.2037,+010.68,+1.4030,0,000
1559953289.378402,+1.2038,+010.67,+1.4032,0,000
1559953307.3993363,+1.2039,+010.66,+1.4034,0,000
1559953325.420407,+1.2039,+010.65,+1.4036,0,000
1559953343.4403956,+1.2040,+010.64,+1.4038,0,000
1559953361.4614975,+1.2040,+010.64,+1.4040,0,000
1559953379.482657,+1.2041,+010.63,+1.4043,0,000
1559953397.5036948,+1.2041,+010.62,+1.4045,0,000
1559953415.524791,+1.2042,+010.61,+1.4047,0,000
1559953433.5459466,+1.2043,+010.60,+1.4049,0,000
1559953451.5663517,+1.2043,+010.60,+1.4051,0,000
1559953469.5872898,+1.2044,+010.59,+1.4053,0,000
1559953487.608276,+1.2044,+010.58,+1.4055,0,000
1559953505.6284099,+1.2045,+010.58,+1.4057,0,000
1559953523.649385,+1.2045,+010.57,+1.4059,0,000
1559953541.6703918,+1.2046,+010.56,+1.4061,0,000
1559953559.6913815,+1.2046,+010.55,+1.4063,0,000
1559953577.7121587,+1.2047,+010.55,+1.4064,0,000
1559953595.7330453,+1.2047,+010.54,+1.4066,0,000
1559953613.7541409,+1.2048,+010.53,+1.4068,0,000
1559953631.774571,+1.2049,+010.53,+1.4070,0,000
1559953649.7952595,+1.2049,+010.52,+1.4072,0,000
1559953667.8162324,+1.2050,+010.51,+1.4073,0,000
1559953685.837011,+1.2050,+010.51,+1.4075,0,000
1559953703.8570385,+1.2050,+010.50,+1.4077,0,000
1559953721.877597,+1.2051,+010.50,+1.4079,0,000
1559953739.8975832,+1.2052,+010.49,+1.4080,0,000
1559953757.9184396,+1.2052,+010.48,+1.4082,0,000
1559953775.9394379,+1.2053,+010.48,+1.4084,0,000
1559953793.9602945,+1.2053,+010.47,+1.4085,0,000
1559953811.9812524,+1.2053,+010.47,+1.4087,0,000
1559953830.000987,+1.2054,+010.46,+1.4088,0,000
1559953848.0209992,+1.2055,+010.45,+1.4090,0,000
1559953866.0407703,+1.2055,+010.45,+1.4091,0,000
1559953884.0603228,+1.2055,+010.44,+1.4093,0,000
1559953902.0798385,+1.2056,+010.44,+1.4094,0,000
1559953920.1006687,+1.2057,+010.43,+1.4096,0,000
1559953938.1215556,+1.2057,+010.43,+1.4097,0,000
1559953956.1424663,+1.2057,+010.42,+1.4099,0,000
1559953974.1634865,+1.2058,+010.42,+1.4100,0,000
1559953992.1845427,+1.2058,+010.41,+1.4101,0,000
1559954010.2056766,+1.2059,+010.41,+1.4103,0,000
1559954028.226791,+1.2059,+010.40,+1.4104,0,000
1559954046.2477376,+1.2060,+010.40,+1.4105,0,000
1559954064.2677963,+1.2060,+010.39,+1.4107,0,000
1559954082.2888722,+1.2061,+010.39,+1.4108,0,000
1559954100.3097968,+1.2061,+010.38,+1.4109,0,000
1559954118.3307061,+1.2062,+010.38,+1.4111,0,000
1559954136.35174,+1.2062,+010.37,+1.4112,0,000
1559954154.3729095,+1.2063,+010.37,+1.4113,0,000
1559954172.3938577,+1.2063,+010.36,+1.4115,0,000
1559954190.4148824,+1.2063,+010.36,+1.4116,0,000
1559954208.4359474,+1.2064,+010.35,+1.4117,0,000
1559954226.4570627,+1.2064,+010.35,+1.4118,0,000
1559954244.4781146,+1.2065,+010.35,+1.4119,0,000
1559954262.4992235,+1.2065,+010.34,+1.4120,0,000
1559954280.5201373,+1.2066,+010.34,+1.4122,0,000
1559954298.541179,+1.2066,+010.33,+1.4123,0,000
1559954316.5621386,+1.2067,+010.33,+1.4124,0,000
1559954334.5831683,+1.2067,+010.32,+1.4125,0,000
1559954352.604258,+1.2068,+010.32,+1.4126,0,000
1559954370.625348,+1.2068,+010.32,+1.4127,0,000
1559954388.6464963,+1.2068,+010.31,+1.4128,0,000
1559954406.6675773,+1.2069,+010.31,+1.4129,0,000
1559954424.6884692,+1.2069,+010.30,+1.4131,0,000
1559954442.7082691,+1.2070,+010.30,+1.4132,0,000
1559954460.7292578,+1.2070,+010.30,+1.4133,0,000
1559954478.7490034,+1.2071,+010.29,+1.4134,0,000
1559954496.7684424,+1.2071,+010.29,+1.4135,0,000
1559954514.789149,+1.2071,+010.28,+1.4136,0,000
1559954532.809927,+1.2072,+010.28,+1.4137,0,000
1559954550.8310902,+1.2072,+010.28,+1.4138,0,000
1559954568.8523285,+1.2073,+010.27,+1.4139,0,000
1559954586.8735223,+1.2073,+010.27,+1.4140,0,000
1559954604.894526,+1.2074,+010.27,+1.4141,0,000
1559954622.915548,+1.2074,+010.26,+1.4142,0,000
1559954640.9357178,+1.2074,+010.26,+1.4142,0,000
1559954658.9562333,+1.2075,+010.26,+1.4143,0,000
1559954676.9773235,+1.2075,+010.25,+1.4144,0,000
1559954694.997583,+1.2076,+010.25,+1.4145,0,000
1559954713.0184722,+1.2076,+010.25,+1.4146,0,000
1559954731.0394235,+1.2077,+010.24,+1.4147,0,000
1559954749.0604382,+1.2077,+010.24,+1.4148,0,000
1559954767.0813808,+1.2078,+010.24,+1.4149,0,000
1559954785.1003063,+1.2078,+010.23,+1.4150,0,000
1559954803.1210434,+1.2078,+010.23,+1.4151,0,000
1559954821.141838,+1.2079,+010.23,+1.4152,0,000
1559954839.1623778,+1.2079,+010.22,+1.4152,0,000
1559954857.1830504,+1.2079,+010.22,+1.4153,0,000
1559954875.2040262,+1.2080,+010.22,+1.4154,0,000
1559954893.2249534,+1.2080,+010.21,+1.4155,0,000
1559954911.2460268,+1.2081,+010.21,+1.4156,0,000
1559954929.2667067,+1.2081,+010.21,+1.4156,0,000
1559954947.2876427,+1.2082,+010.21,+1.4157,0,000
1559954965.3077679,+1.2082,+010.20,+1.4158,0,000
1559954983.3289373,+1.2082,+010.20,+1.4158,0,000
1559955001.3501108,+1.2083,+010.20,+1.4159,0,000
1559955019.3711123,+1.2083,+010.19,+1.4160,0,000
1559955037.3922315,+1.2084,+010.19,+1.4161,0,000
1559955055.4129887,+1.2084,+010.19,+1.4162,0,000
1559955073.4340255,+1.2084,+010.19,+1.4162,0,000
1559955091.453288,+1.2085,+010.18,+1.4163,0,000
1559955109.4743285,+1.2085,+010.18,+1.4164,0,000
1559955127.4954987,+1.2085,+010.18,+1.4164,0,000
1559955145.5165174,+1.2086,+010.18,+1.4165,0,000
1559955163.5376809,+1.2086,+010.17,+1.4166,0,000
1559955181.5587604,+1.2087,+010.17,+1.4166,0,000
1559955199.5797756,+1.2087,+010.17,+1.4167,0,000
1559955217.600987,+1.2087,+010.17,+1.4168,0,000
1559955235.6221092,+1.2088,+010.16,+1.4168,0,000
1559955253.641462,+1.2088,+010.16,+1.4169,0,000
1559955271.6626012,+1.2088,+010.16,+1.4170,0,000
1559955289.6837378,+1.2089,+010.16,+1.4170,0,000
1559955307.704866,+1.2089,+010.15,+1.4171,0,000
1559955325.7250113,+1.2090,+010.15,+1.4172,0,000
1559955343.7462685,+1.2090,+010.15,+1.4172,0,000
1559955361.7675753,+1.2091,+010.15,+1.4173,0,000
1559955379.7885792,+1.2091,+010.14,+1.4174,0,000
1559955397.80988,+1.2091,+010.14,+1.4174,0,000
1559955415.8311327,+1.2092,+010.14,+1.4175,0,000
1559955433.852147,+1.2092,+010.14,+1.4175,0,000
1559955451.8730538,+1.2093,+010.14,+1.4176,0,000
1559955469.8940601,+1.2093,+010.13,+1.4177,0,000
1559955487.9151583,+1.2093,+010.13,+1.4177,0,000
1559955505.935209,+1.2094,+010.13,+1.4178,0,000
1559955523.956481,+1.2094,+010.13,+1.4178,0,000
1559955541.9775326,+1.2095,+010.13,+1.4179,0,000
1559955559.9983594,+1.2095,+010.12,+1.4179,0,000
1559955578.0194428,+1.2095,+010.12,+1.4180,0,000
1559955596.0404496,+1.2096,+010.12,+1.4181,0,000
1559955614.0609357,+1.2096,+010.12,+1.4181,0,000
1559955632.082057,+1.2097,+010.12,+1.4182,0,000
1559955650.1030877,+1.2097,+010.11,+1.4182,0,000
1559955668.1241775,+1.2097,+010.11,+1.4183,0,000
1559955686.1448872,+1.2098,+010.11,+1.4183,0,000
1559955704.1655264,+1.2098,+010.11,+1.4184,0,000
1559955722.1864924,+1.2098,+010.11,+1.4184,0,000
1559955740.207378,+1.2099,+010.10,+1.4185,0,000
1559955758.2284517,+1.2099,+010.10,+1.4185,0,000
1559955776.2495685,+1.2100,+010.10,+1.4186,0,000
1559955794.2704592,+1.2100,+010.10,+1.4186,0,000
1559955812.291483,+1.2100,+010.10,+1.4187,0,000
1559955830.3124344,+1.2101,+010.10,+1.4187,0,000
1559955848.3335066,+1.2101,+010.09,+1.4188,0,000
1559955866.3545077,+1.2101,+010.09,+1.4188,0,000
1559955884.3754632,+1.2102,+010.09,+1.4189,0,000
1559955902.3964639,+1.2102,+010.09,+1.4189,0,000
1559955920.4173803,+1.2102,+010.09,+1.4190,0,000
1559955938.4384396,+1.2103,+010.08,+1.4190,0,000
1559955956.4593425,+1.2103,+010.08,+1.4191,0,000
1559955974.4802322,+1.2103,+010.08,+1.4191,0,000
1559955992.5012329,+1.2104,+010.08,+1.4191,0,000
1559956010.5221877,+1.2104,+010.08,+1.4192,0,000
1559956028.540432,+1.2105,+010.08,+1.4192,0,000
1559956046.560403,+1.2105,+010.07,+1.4193,0,000
1559956064.5809746,+1.2105,+010.07,+1.4193,0,000
1559956082.6003652,+1.2106,+010.07,+1.4194,0,000
1559956100.6191568,+1.2106,+010.07,+1.4194,0,000
1559956118.6378694,+1.2106,+010.07,+1.4194,0,000
1559956136.6588764,+1.2107,+010.07,+1.4195,0,000
1559956154.6795943,+1.2107,+010.07,+1.4195,0,000
1559956172.7004123,+1.2107,+010.06,+1.4195,0,000
1559956190.7214196,+1.2108,+010.06,+1.4196,0,000
1559956208.7424505,+1.2108,+010.06,+1.4196,0,000
1559956226.7634013,+1.2108,+010.06,+1.4197,0,000
1559956244.7842348,+1.2109,+010.06,+1.4197,0,000
1559956262.805237,+1.2109,+010.06,+1.4198,0,000
1559956280.8255405,+1.2109,+010.05,+1.4198,0,000
1559956298.8462248,+1.2110,+010.05,+1.4199,0,000
1559956316.8671641,+1.2110,+010.05,+1.4199,0,000
1559956334.8878875,+1.2110,+010.05,+1.4200,0,000
1559956352.9089665,+1.2111,+010.05,+1.4200,0,000
1559956370.9300408,+1.2111,+010.05,+1.4200,0,000
1559956388.9511352,+1.2111,+010.05,+1.4201,0,000
1559956406.9706035,+1.2112,+010.04,+1.4201,0,000
1559956424.991719,+1.2112,+010.04,+1.4202,0,000
1559956443.0117645,+1.2113,+010.04,+1.4202,0,000
1559956461.032797,+1.2113,+010.04,+1.4202,0,000
1559956479.0537705,+1.2113,+010.04,+1.4203,0,000
1559956497.0748708,+1.2114,+010.04,+1.4203,0,000
1559956515.095747,+1.2114,+010.03,+1.4203,0,000
1559956533.1169133,+1.2114,+010.03,+1.4204,0,000
1559956551.137881,+1.2115,+010.03,+1.4204,0,000
1559956569.1589344,+1.2115,+010.03,+1.4205,0,000
1559956587.1799011,+1.2115,+010.03,+1.4205,0,000
1559956605.2009997,+1.2116,+010.03,+1.4205,0,000
1559956623.2213795,+1.2116,+010.03,+1.4206,0,000
1559956641.2423425,+1.2116,+010.03,+1.4206,0,000
1559956659.2632885,+1.2116,+010.03,+1.4206,0,000
1559956677.2843208,+1.2117,+010.02,+1.4207,0,000
1559956695.3053815,+1.2117,+010.02,+1.4207,0,000
1559956713.3264678,+1.2118,+010.02,+1.4207,0,000
1559956731.3474925,+1.2118,+010.02,+1.4208,0,000
1559956749.3685076,+1.2118,+010.02,+1.4208,0,000
1559956767.3895168,+1.2119,+010.02,+1.4208,0,000
1559956785.410609,+1.2119,+010.02,+1.4209,0,000
1559956803.4314191,+1.2119,+010.01,+1.4209,0,000
1559956821.452296,+1.2119,+010.01,+1.4209,0,000
1559956839.4734097,+1.2120,+010.01,+1.4210,0,000
1559956857.4944808,+1.2120,+010.01,+1.4210,0,000
1559956875.5156248,+1.2121,+010.01,+1.4210,0,000
1559956893.5367362,+1.2121,+010.01,+1.4211,0,000
1559956911.5576744,+1.2121,+010.01,+1.4211,0,000
1559956929.5787725,+1.2122,+010.01,+1.4211,0,000
1559956947.599832,+1.2122,+010.01,+1.4212,0,000
1559956965.6209052,+1.2122,+010.00,+1.4212,0,000
1559956983.6416125,+1.2123,+010.00,+1.4212,0,000
1559957001.6625345,+1.2123,+010.00,+1.4212,0,000
1559957019.6836581,+1.2123,+010.00,+1.4213,0,000
1559957037.7043808,+1.2124,+010.00,+1.4213,0,000
1559957055.7254717,+1.2124,+010.00,+1.4213,0,000
1559957073.7464235,+1.2124,+010.00,+1.4214,0,000
1559957091.7671976,+1.2125,+010.00,+1.4214,0,000
1559957109.7879355,+1.2125,+010.00,+1.4214,0,000
1559957127.8088527,+1.2125,+009.99,+1.4215,0,000
1559957145.8284364,+1.2126,+009.99,+1.4215,0,000
1559957163.849531,+1.2126,+009.99,+1.4215,0,000
1559957181.8705723,+1.2126,+009.99,+1.4216,0,000
1559957199.891722,+1.2127,+009.99,+1.4216,0,000
1559957217.9130268,+1.2127,+009.99,+1.4216,0,000
1559957235.933585,+1.2127,+009.99,+1.4217,0,000
1559957253.952999,+1.2128,+009.99,+1.4217,0,000
1559957271.9742699,+1.2128,+009.98,+1.4217,0,000
1559957289.995393,+1.2128,+009.98,+1.4217,0,000
1559957308.0162733,+1.2128,+009.98,+1.4218,0,000
1559957326.0372076,+1.2129,+009.98,+1.4218,0,000
1559957344.0570462,+1.2129,+009.98,+1.4218,0,000
1559957362.0781424,+1.2129,+009.98,+1.4218,0,000
1559957380.0978117,+1.2130,+009.98,+1.4219,0,000
1559957398.117662,+1.2130,+009.98,+1.4219,0,000
1559957416.1386428,+1.2130,+009.98,+1.4219,0,000
1559957434.1598604,+1.2131,+009.98,+1.4220,0,000
1559957452.180913,+1.2131,+009.97,+1.4220,0,000
1559957470.2015693,+1.2131,+009.97,+1.4220,0,000
1559957488.2226539,+1.2132,+009.97,+1.4220,0,000
1559957506.24369,+1.2132,+009.97,+1.4221,0,000
1559957524.2647002,+1.2132,+009.97,+1.4221,0,000
1559957542.285031,+1.2133,+009.97,+1.4221,0,000
1559957560.306159,+1.2133,+009.97,+1.4222,0,000
1559957578.327175,+1.2133,+009.97,+1.4222,0,000
1559957596.348098,+1.2134,+009.97,+1.4222,0,000
1559957614.3690116,+1.2134,+009.97,+1.4223,0,000
1559957632.3901012,+1.2134,+009.96,+1.4223,0,000
1559957650.4109774,+1.2135,+009.96,+1.4223,0,000
1559957668.432051,+1.2135,+009.96,+1.4223,0,000
1559957686.4530506,+1.2135,+009.96,+1.4224,0,000
1559957704.4735892,+1.2136,+009.96,+1.4224,0,000
1559957722.494741,+1.2136,+009.96,+1.4224,0,000
1559957740.5159023,+1.2136,+009.96,+1.4224,0,000
1559957758.5371618,+1.2136,+009.96,+1.4225,0,000
1559957776.558069,+1.2137,+009.96,+1.4225,0,000
1559957794.5776134,+1.2137,+009.95,+1.4225,0,000
1559957812.5963652,+1.2137,+009.95,+1.4226,0,000
1559957830.6162596,+1.2138,+009.95,+1.4226,0,000
1559957848.6373286,+1.2138,+009.95,+1.4226,0,000
1559957866.658386,+1.2138,+009.95,+1.4226,0,000
1559957884.6776104,+1.2139,+009.95,+1.4227,0,000
1559957902.6976082,+1.2139,+009.95,+1.4227,0,000
1559957920.7162688,+1.2139,+009.95,+1.4227,0,000
1559957938.7363608,+1.2140,+009.95,+1.4227,0,000
1559957956.7573802,+1.2140,+009.95,+1.4228,0,000
1559957974.7785995,+1.2140,+009.95,+1.4228,0,000
1559957992.7991552,+1.2140,+009.94,+1.4228,0,000
1559958010.819432,+1.2141,+009.94,+1.4228,0,000
1559958028.8402233,+1.2141,+009.94,+1.4229,0,000
1559958046.8613627,+1.2141,+009.94,+1.4229,0,000
1559958064.8825574,+1.2142,+009.94,+1.4229,0,000
1559958082.9037237,+1.2142,+009.94,+1.4229,0,000
1559958100.9244974,+1.2142,+009.94,+1.4229,0,000
1559958118.9455473,+1.2143,+009.94,+1.4230,0,000
1559958136.9666913,+1.2143,+009.94,+1.4230,0,000
1559958154.987836,+1.2143,+009.94,+1.4231,0,000
1559958173.0091414,+1.2144,+009.93,+1.4231,0,000
1559958191.0301752,+1.2144,+009.93,+1.4231,0,000
1559958209.051366,+1.2144,+009.93,+1.4231,0,000
1559958227.0725074,+1.2145,+009.93,+1.4232,0,000
1559958245.0934384,+1.2145,+009.93,+1.4232,0,000
1559958263.1144433,+1.2145,+009.93,+1.4232,0,000
1559958281.1354809,+1.2145,+009.93,+1.4232,0,000
1559958299.155776,+1.2146,+009.93,+1.4233,0,000
1559958317.176449,+1.2146,+009.93,+1.4233,0,000
1559958335.1973033,+1.2146,+009.93,+1.4233,0,000
1559958353.2182968,+1.2147,+009.93,+1.4233,0,000
1559958371.23915,+1.2147,+009.92,+1.4234,0,000
1559958389.2599633,+1.2147,+009.92,+1.4234,0,000
1559958407.2810016,+1.2148,+009.92,+1.4234,0,000
1559958425.3020175,+1.2148,+009.92,+1.4234,0,000
1559958443.3229575,+1.2148,+009.92,+1.4234,0,000
1559958461.34314,+1.2148,+009.92,+1.4234,0,000
1559958479.3641756,+1.2149,+009.92,+1.4235,0,000
1559958497.384944,+1.2149,+009.92,+1.4235,0,000
1559958515.4059196,+1.2149,+009.92,+1.4235,0,000
1559958533.426893,+1.2150,+009.92,+1.4235,0,000
1559958551.4477274,+1.2150,+009.92,+1.4236,0,000
1559958569.4686625,+1.2150,+009.92,+1.4236,0,000
1559958587.4896598,+1.2150,+009.92,+1.4236,0,000
1559958605.5104506,+1.2151,+009.91,+1.4236,0,000
1559958623.5313704,+1.2151,+009.91,+1.4236,0,000
1559958641.5517194,+1.2151,+009.91,+1.4237,0,000
1559958659.5725493,+1.2152,+009.91,+1.4237,0,000
1559958677.5933602,+1.2152,+009.91,+1.4237,0,000
1559958695.6123726,+1.2152,+009.91,+1.4237,0,000
1559958713.632797,+1.2153,+009.91,+1.4238,0,000
1559958731.6536863,+1.2153,+009.91,+1.4238,0,000
1559958749.6745389,+1.2153,+009.91,+1.4238,0,000
1559958767.6953197,+1.2153,+009.91,+1.4238,0,000
1559958785.7160013,+1.2154,+009.91,+1.4239,0,000
1559958803.7367685,+1.2154,+009.91,+1.4239,0,000
1559958821.7575467,+1.2154,+009.91,+1.4239,0,000
1559958839.7783933,+1.2155,+009.90,+1.4239,0,000
1559958857.7984521,+1.2155,+009.90,+1.4239,0,000
1559958875.8194547,+1.2155,+009.90,+1.4239,0,000
1559958893.8405242,+1.2155,+009.90,+1.4240,0,000
1559958911.8609369,+1.2156,+009.90,+1.4240,0,000
1559958929.8819017,+1.2156,+009.90,+1.4240,0,000
1559958947.9016216,+1.2156,+009.90,+1.4240,0,000
1559958965.9226217,+1.2157,+009.90,+1.4240,0,000
1559958983.9432611,+1.2157,+009.90,+1.4241,0,000
1559959001.9641225,+1.2157,+009.90,+1.4241,0,000
1559959019.9847138,+1.2158,+009.90,+1.4241,0,000
1559959038.0050125,+1.2158,+009.89,+1.4242,0,000
1559959056.0259821,+1.2158,+009.89,+1.4242,0,000
1559959074.0470839,+1.2158,+009.89,+1.4242,0,000
1559959092.0679233,+1.2159,+009.89,+1.4242,0,000
1559959110.0883822,+1.2159,+009.89,+1.4242,0,000
1559959128.1093678,+1.2159,+009.89,+1.4242,0,000
1559959146.1302187,+1.2160,+009.89,+1.4243,0,000
1559959164.1509867,+1.2160,+009.89,+1.4243,0,000
1559959182.1719186,+1.2160,+009.89,+1.4243,0,000
1559959200.192848,+1.2161,+009.89,+1.4243,0,000
1559959218.213745,+1.2161,+009.89,+1.4243,0,000
1559959236.234686,+1.2161,+009.89,+1.4244,0,000
1559959254.2557006,+1.2161,+009.89,+1.4244,0,000
1559959272.2755523,+1.2162,+009.89,+1.4244,0,000
1559959290.2964413,+1.2162,+009.88,+1.4244,0,000
1559959308.3173747,+1.2162,+009.88,+1.4244,0,000
1559959326.3383942,+1.2163,+009.88,+1.4245,0,000
1559959344.3592591,+1.2163,+009.88,+1.4245,0,000
1559959362.3802717,+1.2163,+009.88,+1.4245,0,000
1559959380.4007084,+1.2163,+009.88,+1.4245,0,000
1559959398.4209416,+1.2164,+009.88,+1.4245,0,000
1559959416.4417396,+1.2164,+009.88,+1.4246,0,000
1559959434.4616346,+1.2164,+009.88,+1.4246,0,000
1559959452.4795806,+1.2165,+009.88,+1.4246,0,000
1559959470.4984214,+1.2165,+009.88,+1.4246,0,000
1559959488.5176058,+1.2165,+009.88,+1.4246,0,000
1559959506.5368714,+1.2166,+009.88,+1.4247,0,000
1559959524.5570142,+1.2166,+009.88,+1.4247,0,000
1559959542.576852,+1.2166,+009.88,+1.4247,0,000
1559959560.5967693,+1.2166,+009.88,+1.4247,0,000
1559959578.6170251,+1.2167,+009.87,+1.4247,0,000
1559959596.6368399,+1.2167,+009.87,+1.4247,0,000
1559959614.655732,+1.2167,+009.87,+1.4248,0,000
1559959632.6766899,+1.2167,+009.87,+1.4248,0,000
1559959650.695752,+1.2168,+009.87,+1.4248,0,000
1559959668.7156184,+1.2168,+009.87,+1.4248,0,000
1559959686.735126,+1.2168,+009.87,+1.4248,0,000
1559959704.7545493,+1.2169,+009.87,+1.4249,0,000
1559959722.7751336,+1.2169,+009.87,+1.4249,0,000
1559959740.7953818,+1.2169,+009.87,+1.4249,0,000
1559959758.816129,+1.2169,+009.87,+1.4249,0,000
1559959776.8370187,+1.2170,+009.87,+1.4250,0,000
1559959794.8570235,+1.2170,+009.87,+1.4250,0,000
1559959812.876169,+1.2171,+009.86,+1.4250,0,000
1559959830.8968256,+1.2171,+009.86,+1.4250,0,000
1559959848.9178092,+1.2171,+009.86,+1.4250,0,000
1559959866.9363968,+1.2171,+009.86,+1.4250,0,000
1559959884.9569848,+1.2172,+009.86,+1.4251,0,000
1559959902.9780626,+1.2172,+009.86,+1.4251,0,000
1559959920.9976149,+1.2172,+009.86,+1.4251,0,000
1559959939.017583,+1.2173,+009.86,+1.4251,0,000
1559959957.0387926,+1.2173,+009.86,+1.4251,0,000
1559959975.0595937,+1.2173,+009.86,+1.4251,0,000
1559959993.0804768,+1.2173,+009.86,+1.4252,0,000
1559960011.1016133,+1.2174,+009.86,+1.4252,0,000
1559960029.1227846,+1.2174,+009.86,+1.4252,0,000
1559960047.1430132,+1.2174,+009.86,+1.4252,0,000
1559960065.1637132,+1.2174,+009.86,+1.4252,0,000
