t,Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.],Setpoint T [K]
1568170616.0252793,+0.8186,+188.00,+0.7831,0,000,+003.26
1568170648.0587668,+0.8188,+187.90,+0.7834,0,000,+003.26
1568170680.094588,+0.8190,+187.81,+0.7836,0,000,+003.26
1568170712.1280608,+0.8192,+187.71,+0.7838,0,000,+003.26
1568170744.1627197,+0.8194,+187.61,+0.7840,0,000,+003.26
1568170776.1960633,+0.8196,+187.51,+0.7842,0,000,+003.26
1568170808.2299323,+0.8199,+187.42,+0.7845,0,000,+003.26
1568170840.2637272,+0.8201,+187.32,+0.7847,0,000,+003.26
1568170872.299683,+0.8203,+187.22,+0.7849,0,000,+003.26
1568170904.3353183,+0.8205,+187.12,+0.7851,0,000,+003.26
1568170936.3699627,+0.8207,+187.03,+0.7854,0,000,+003.26
1568170968.405445,+0.8209,+186.92,+0.7856,0,000,+003.26
1568171000.4413579,+0.8211,+186.83,+0.7858,0,000,+003.26
1568171032.475338,+0.8213,+186.73,+0.7860,0,000,+003.26
1568171064.5081465,+0.8215,+186.63,+0.7863,0,000,+003.26
1568171096.5392797,+0.8217,+186.53,+0.7865,0,000,+003.26
1568171128.575237,+0.8219,+186.44,+0.7867,0,000,+003.26
1568171160.6094143,+0.8221,+186.34,+0.7869,0,000,+003.26
1568171192.6445935,+0.8223,+186.24,+0.7871,0,000,+003.26
1568171224.6792715,+0.8225,+186.15,+0.7874,0,000,+003.26
1568171256.7139118,+0.8227,+186.04,+0.7876,0,000,+003.26
1568171288.7453206,+0.8229,+185.95,+0.7878,0,000,+003.26
1568171320.7791066,+0.8231,+185.85,+0.7880,0,000,+003.26
1568171352.813989,+0.8233,+185.76,+0.7882,0,000,+003.26
1568171384.8481243,+0.8235,+185.66,+0.7885,0,000,+003.26
1568171416.8800843,+0.8237,+185.56,+0.7887,0,000,+003.26
1568171448.915937,+0.8239,+185.46,+0.7889,0,000,+003.26
1568171480.9499617,+0.8241,+185.36,+0.7891,0,000,+003.26
1568171512.9858217,+0.8243,+185.27,+0.7894,0,000,+003.26
1568171545.020159,+0.8245,+185.17,+0.7896,0,000,+003.26
1568171577.0556064,+0.8247,+185.07,+0.7898,0,000,+003.26
1568171609.0893407,+0.8249,+184.98,+0.7900,0,000,+003.26
1568171641.1233006,+0.8251,+184.88,+0.7902,0,000,+003.26
1568171673.1574585,+0.8253,+184.78,+0.7905,0,000,+003.26
1568171705.1932447,+0.8256,+184.69,+0.7907,0,000,+003.26
1568171737.2280414,+0.8258,+184.59,+0.7909,0,000,+003.26
1568171769.261899,+0.8260,+184.49,+0.7911,0,000,+003.26
1568171801.2969778,+0.8262,+184.40,+0.7913,0,000,+003.26
1568171833.3312798,+0.8264,+184.30,+0.7916,0,000,+003.26
1568171865.3610954,+0.8266,+184.20,+0.7918,0,000,+003.26
1568171897.3933487,+0.8268,+184.11,+0.7920,0,000,+003.26
1568171929.4285321,+0.8270,+184.01,+0.7922,0,000,+003.26
1568171961.4639277,+0.8272,+183.91,+0.7924,0,000,+003.26
1568171993.495719,+0.8274,+183.82,+0.7927,0,000,+003.26
1568172025.5304308,+0.8276,+183.72,+0.7929,0,000,+003.26
1568172057.5632246,+0.8278,+183.62,+0.7931,0,000,+003.26
1568172089.5974824,+0.8280,+183.53,+0.7933,0,000,+003.26
1568172121.6321218,+0.8282,+183.43,+0.7935,0,000,+003.26
1568172153.6673226,+0.8284,+183.34,+0.7938,0,000,+003.26
1568172185.7011466,+0.8286,+183.24,+0.7940,0,000,+003.26
1568172217.7313213,+0.8288,+183.15,+0.7942,0,000,+003.26
1568172249.7653995,+0.8290,+183.05,+0.7944,0,000,+003.26
1568172281.7997248,+0.8292,+182.95,+0.7946,0,000,+003.26
1568172313.8324249,+0.8294,+182.85,+0.7948,0,000,+003.26
1568172345.867963,+0.8296,+182.75,+0.7951,0,000,+003.26
1568172377.9010048,+0.8298,+182.66,+0.7953,0,000,+003.26
1568172409.9357154,+0.8300,+182.57,+0.7955,0,000,+003.26
1568172441.9677598,+0.8302,+182.47,+0.7957,0,000,+003.26
1568172473.999838,+0.8304,+182.37,+0.7959,0,000,+003.26
1568172506.0319207,+0.8306,+182.28,+0.7962,0,000,+003.26
1568172538.0483978,+0.8308,+182.18,+0.7964,0,000,+003.26
1568172570.079288,+0.8310,+182.08,+0.7966,0,000,+003.26
1568172602.1150968,+0.8312,+181.99,+0.7968,0,000,+003.26
1568172634.1473277,+0.8314,+181.89,+0.7970,0,000,+003.26
1568172666.1820176,+0.8316,+181.80,+0.7972,0,000,+003.26
1568172698.2165318,+0.8318,+181.70,+0.7975,0,000,+003.26
1568172730.2503943,+0.8320,+181.60,+0.7977,0,000,+003.26
1568172762.2859218,+0.8322,+181.51,+0.7979,0,000,+003.26
1568172794.32123,+0.8324,+181.42,+0.7981,0,000,+003.26
1568172826.3530445,+0.8326,+181.32,+0.7983,0,000,+003.26
1568172858.388584,+0.8328,+181.22,+0.7986,0,000,+003.26
1568172890.4244125,+0.8330,+181.13,+0.7988,0,000,+003.26
1568172922.4599483,+0.8332,+181.03,+0.7990,0,000,+003.26
1568172954.4952872,+0.8334,+180.93,+0.7992,0,000,+003.26
1568172986.5293438,+0.8336,+180.84,+0.7994,0,000,+003.26
1568173018.5631251,+0.8338,+180.75,+0.7996,0,000,+003.26
1568173050.5969727,+0.8340,+180.65,+0.7999,0,000,+003.26
1568173082.632691,+0.8342,+180.55,+0.8001,0,000,+003.26
1568173114.6663685,+0.8344,+180.46,+0.8003,0,000,+003.26
1568173146.7009528,+0.8346,+180.37,+0.8005,0,000,+003.26
1568173178.7313344,+0.8348,+180.27,+0.8007,0,000,+003.26
1568173210.7535706,+0.8350,+180.18,+0.8009,0,000,+003.26
1568173242.7789676,+0.8352,+180.08,+0.8012,0,000,+003.26
1568173274.8144813,+0.8354,+179.98,+0.8014,0,000,+003.26
1568173306.8433032,+0.8356,+179.89,+0.8016,0,000,+003.26
1568173338.8790684,+0.8358,+179.80,+0.8018,0,000,+003.26
1568173370.9133937,+0.8360,+179.70,+0.8020,0,000,+003.26
1568173402.9468784,+0.8362,+179.60,+0.8022,0,000,+003.26
1568173434.9814475,+0.8364,+179.51,+0.8025,0,000,+003.26
1568173467.01441,+0.8366,+179.42,+0.8027,0,000,+003.26
1568173499.0489867,+0.8368,+179.31,+0.8029,0,000,+003.26
1568173531.0851576,+0.8370,+179.23,+0.8031,0,000,+003.26
1568173563.121105,+0.8372,+179.13,+0.8033,0,000,+003.26
1568173595.154317,+0.8374,+179.03,+0.8035,0,000,+003.26
1568173627.1865766,+0.8376,+178.94,+0.8038,0,000,+003.26
1568173659.2205245,+0.8378,+178.84,+0.8040,0,000,+003.26
1568173691.2541075,+0.8380,+178.75,+0.8042,0,000,+003.26
1568173723.286042,+0.8382,+178.65,+0.8044,0,000,+003.26
1568173755.3196948,+0.8384,+178.56,+0.8046,0,000,+003.26
1568173787.3538733,+0.8386,+178.47,+0.8048,0,000,+003.26
1568173819.389593,+0.8388,+178.37,+0.8050,0,000,+003.26
1568173851.4248438,+0.8390,+178.28,+0.8053,0,000,+003.26
1568173883.458187,+0.8392,+178.18,+0.8055,0,000,+003.26
1568173915.4682121,+0.8394,+178.09,+0.8057,0,000,+003.26
1568173947.4962528,+0.8395,+178.00,+0.8059,0,000,+003.26
1568173979.5303206,+0.8397,+177.90,+0.8061,0,000,+003.26
1568174011.5649347,+0.8399,+177.80,+0.8063,0,000,+003.26
1568174043.5991383,+0.8401,+177.71,+0.8066,0,000,+003.26
1568174075.6349964,+0.8403,+177.61,+0.8068,0,000,+003.26
1568174107.670724,+0.8405,+177.52,+0.8070,0,000,+003.26
1568174139.7056696,+0.8407,+177.43,+0.8072,0,000,+003.26
1568174171.737404,+0.8409,+177.33,+0.8074,0,000,+003.26
1568174203.7699993,+0.8411,+177.24,+0.8076,0,000,+003.26
1568174235.8040617,+0.8413,+177.14,+0.8078,0,000,+003.26
1568174267.8389502,+0.8415,+177.05,+0.8080,0,000,+003.26
1568174299.8744738,+0.8417,+176.95,+0.8083,0,000,+003.26
1568174331.909867,+0.8419,+176.86,+0.8085,0,000,+003.26
1568174363.943312,+0.8421,+176.77,+0.8087,0,000,+003.26
1568174395.9774601,+0.8423,+176.67,+0.8089,0,000,+003.26
1568174428.0131001,+0.8425,+176.58,+0.8091,0,000,+003.26
1568174460.046641,+0.8427,+176.48,+0.8093,0,000,+003.26
1568174492.0818422,+0.8429,+176.39,+0.8095,0,000,+003.26
1568174524.1142545,+0.8431,+176.29,+0.8098,0,000,+003.26
1568174556.1474292,+0.8433,+176.21,+0.8100,0,000,+003.26
1568174588.1733155,+0.8435,+176.11,+0.8102,0,000,+003.26
1568174620.2080483,+0.8437,+176.02,+0.8104,0,000,+003.26
1568174652.2432969,+0.8439,+175.92,+0.8106,0,000,+003.26
1568174684.2774584,+0.8441,+175.83,+0.8108,0,000,+003.26
1568174716.313047,+0.8443,+175.74,+0.8110,0,000,+003.26
1568174748.3453863,+0.8445,+175.64,+0.8112,0,000,+003.26
1568174780.380894,+0.8447,+175.55,+0.8115,0,000,+003.26
1568174812.4157865,+0.8449,+175.46,+0.8117,0,000,+003.26
1568174844.4487967,+0.8451,+175.36,+0.8119,0,000,+003.26
1568174876.480273,+0.8453,+175.27,+0.8121,0,000,+003.26
1568174908.5153155,+0.8454,+175.17,+0.8123,0,000,+003.26
1568174940.5476966,+0.8456,+175.08,+0.8125,0,000,+003.26
1568174972.5833902,+0.8458,+174.99,+0.8127,0,000,+003.26
1568175004.6191998,+0.8460,+174.90,+0.8129,0,000,+003.26
1568175036.6517112,+0.8462,+174.80,+0.8132,0,000,+003.26
1568175068.6873622,+0.8464,+174.71,+0.8134,0,000,+003.26
1568175100.7193382,+0.8466,+174.61,+0.8136,0,000,+003.26
1568175132.7522955,+0.8468,+174.52,+0.8138,0,000,+003.26
1568175164.787247,+0.8470,+174.43,+0.8140,0,000,+003.26
1568175196.8214655,+0.8472,+174.33,+0.8142,0,000,+003.26
1568175228.8553257,+0.8474,+174.24,+0.8144,0,000,+003.26
1568175260.8880703,+0.8476,+174.15,+0.8147,0,000,+003.26
1568175292.9224267,+0.8478,+174.05,+0.8149,0,000,+003.26
1568175324.9544284,+0.8480,+173.96,+0.8151,0,000,+003.26
1568175356.9883394,+0.8482,+173.87,+0.8153,0,000,+003.26
1568175389.0239518,+0.8484,+173.77,+0.8155,0,000,+003.26
1568175421.0573227,+0.8486,+173.68,+0.8157,0,000,+003.26
1568175453.091227,+0.8488,+173.59,+0.8159,0,000,+003.26
1568175485.125449,+0.8490,+173.49,+0.8161,0,000,+003.26
1568175517.1587396,+0.8492,+173.40,+0.8163,0,000,+003.26
1568175549.1947584,+0.8493,+173.31,+0.8166,0,000,+003.26
1568175581.2286344,+0.8495,+173.22,+0.8168,0,000,+003.26
1568175613.2646556,+0.8497,+173.12,+0.8170,0,000,+003.26
1568175645.29911,+0.8499,+173.03,+0.8172,0,000,+003.26
1568175677.3327215,+0.8501,+172.94,+0.8174,0,000,+003.26
1568175709.3667512,+0.8503,+172.85,+0.8176,0,000,+003.26
1568175741.401243,+0.8505,+172.76,+0.8178,0,000,+003.26
1568175773.4360785,+0.8507,+172.66,+0.8180,0,000,+003.26
1568175805.4699104,+0.8509,+172.57,+0.8182,0,000,+003.26
1568175837.5036235,+0.8511,+172.48,+0.8185,0,000,+003.26
1568175869.5369692,+0.8513,+172.39,+0.8187,0,000,+003.26
1568175901.5686674,+0.8515,+172.29,+0.8189,0,000,+003.26
1568175933.5789273,+0.8517,+172.21,+0.8191,0,000,+003.26
1568175965.6037166,+0.8519,+172.11,+0.8193,0,000,+003.26
1568175997.6391199,+0.8521,+172.01,+0.8195,0,000,+003.26
1568176029.6724126,+0.8523,+171.92,+0.8197,0,000,+003.26
1568176061.7081563,+0.8524,+171.83,+0.8199,0,000,+003.26
1568176093.7392886,+0.8526,+171.74,+0.8201,0,000,+003.26
1568176125.775126,+0.8528,+171.65,+0.8203,0,000,+003.26
1568176157.8076644,+0.8530,+171.55,+0.8205,0,000,+003.26
1568176189.843313,+0.8532,+171.46,+0.8208,0,000,+003.26
1568176221.8789108,+0.8534,+171.37,+0.8210,0,000,+003.26
1568176253.912392,+0.8536,+171.28,+0.8212,0,000,+003.26
1568176285.9432192,+0.8538,+171.19,+0.8214,0,000,+003.26
1568176317.9758615,+0.8540,+171.09,+0.8216,0,000,+003.26
1568176350.0053682,+0.8542,+171.00,+0.8218,0,000,+003.26
1568176382.0400617,+0.8544,+170.91,+0.8220,0,000,+003.26
1568176414.0759263,+0.8546,+170.82,+0.8222,0,000,+003.26
1568176446.1107972,+0.8547,+170.72,+0.8224,0,000,+003.26
1568176478.141404,+0.8549,+170.63,+0.8226,0,000,+003.26
1568176510.171517,+0.8551,+170.54,+0.8229,0,000,+003.26
1568176542.2073073,+0.8553,+170.44,+0.8231,0,000,+003.26
1568176574.2423334,+0.8555,+170.35,+0.8233,0,000,+003.26
1568176606.2774327,+0.8557,+170.26,+0.8235,0,000,+003.26
1568176638.3042095,+0.8559,+170.17,+0.8237,0,000,+003.26
1568176670.33934,+0.8561,+170.08,+0.8239,0,000,+003.26
1568176702.3699975,+0.8563,+169.99,+0.8241,0,000,+003.26
1568176734.4060173,+0.8565,+169.90,+0.8243,0,000,+003.26
1568176766.4419405,+0.8567,+169.81,+0.8245,0,000,+003.26
1568176798.4752872,+0.8568,+169.71,+0.8247,0,000,+003.26
1568176830.5110784,+0.8570,+169.62,+0.8249,0,000,+003.26
1568176862.5457857,+0.8572,+169.53,+0.8252,0,000,+003.26
1568176894.5792363,+0.8574,+169.44,+0.8254,0,000,+003.26
1568176926.6135473,+0.8576,+169.34,+0.8256,0,000,+003.26
1568176958.6483943,+0.8578,+169.26,+0.8258,0,000,+003.26
1568176990.682719,+0.8580,+169.17,+0.8260,0,000,+003.26
1568177022.7174308,+0.8582,+169.08,+0.8262,0,000,+003.26
1568177054.7494483,+0.8584,+168.98,+0.8264,0,000,+003.26
1568177086.7852495,+0.8585,+168.89,+0.8266,0,000,+003.26
1568177118.819231,+0.8587,+168.80,+0.8268,0,000,+003.26
1568177150.8542588,+0.8589,+168.71,+0.8270,0,000,+003.26
1568177182.889492,+0.8591,+168.62,+0.8272,0,000,+003.26
1568177214.9232872,+0.8593,+168.53,+0.8274,0,000,+003.26
1568177246.956617,+0.8595,+168.43,+0.8276,0,000,+003.26
1568177278.9880373,+0.8597,+168.34,+0.8278,0,000,+003.26
1568177311.0080874,+0.8599,+168.25,+0.8281,0,000,+003.26
1568177343.0396867,+0.8600,+168.16,+0.8283,0,000,+003.26
1568177375.0752048,+0.8602,+168.07,+0.8285,0,000,+003.26
1568177407.1089509,+0.8604,+167.98,+0.8287,0,000,+003.26
1568177439.1432238,+0.8606,+167.89,+0.8289,0,000,+003.26
1568177471.1772423,+0.8608,+167.80,+0.8291,0,000,+003.26
1568177503.2126133,+0.8610,+167.71,+0.8293,0,000,+003.26
1568177535.2463121,+0.8612,+167.62,+0.8295,0,000,+003.26
1568177567.2817261,+0.8614,+167.52,+0.8297,0,000,+003.26
1568177599.3139164,+0.8615,+167.44,+0.8299,0,000,+003.26
1568177631.347689,+0.8617,+167.35,+0.8301,0,000,+003.26
1568177663.3818805,+0.8619,+167.26,+0.8303,0,000,+003.26
1568177695.416442,+0.8621,+167.16,+0.8305,0,000,+003.26
1568177727.451026,+0.8623,+167.08,+0.8307,0,000,+003.26
1568177759.4841,+0.8625,+166.99,+0.8309,0,000,+003.26
1568177791.5173566,+0.8627,+166.89,+0.8311,0,000,+003.26
1568177823.5500464,+0.8628,+166.80,+0.8314,0,000,+003.26
1568177855.5839777,+0.8630,+166.71,+0.8316,0,000,+003.26
1568177887.6161003,+0.8632,+166.63,+0.8318,0,000,+003.26
1568177919.651873,+0.8634,+166.53,+0.8320,0,000,+003.26
1568177951.6870725,+0.8636,+166.44,+0.8322,0,000,+003.26
1568177983.7153273,+0.8638,+166.35,+0.8324,0,000,+003.26
1568178015.7475896,+0.8640,+166.26,+0.8326,0,000,+003.26
1568178047.781953,+0.8641,+166.17,+0.8328,0,000,+003.26
1568178079.8160608,+0.8643,+166.08,+0.8330,0,000,+003.26
1568178111.8500283,+0.8645,+165.99,+0.8332,0,000,+003.26
1568178143.883535,+0.8647,+165.91,+0.8334,0,000,+003.26
1568178175.9180126,+0.8649,+165.82,+0.8336,0,000,+003.26
1568178207.9502475,+0.8651,+165.73,+0.8338,0,000,+003.26
1568178239.9858313,+0.8653,+165.64,+0.8340,0,000,+003.26
1568178272.0187328,+0.8654,+165.55,+0.8342,0,000,+003.26
1568178304.0515773,+0.8656,+165.46,+0.8344,0,000,+003.26
1568178336.0840569,+0.8658,+165.36,+0.8346,0,000,+003.26
1568178368.1175578,+0.8660,+165.28,+0.8348,0,000,+003.26
1568178400.149968,+0.8662,+165.19,+0.8350,0,000,+003.26
1568178432.185679,+0.8664,+165.10,+0.8352,0,000,+003.26
1568178464.2192485,+0.8665,+165.01,+0.8354,0,000,+003.26
1568178496.2528684,+0.8667,+164.92,+0.8356,0,000,+003.26
1568178528.2884474,+0.8669,+164.83,+0.8358,0,000,+003.26
1568178560.322367,+0.8671,+164.74,+0.8360,0,000,+003.26
1568178592.3564026,+0.8673,+164.64,+0.8362,0,000,+003.26
1568178624.3916035,+0.8675,+164.55,+0.8364,0,000,+003.26
1568178656.4253714,+0.8676,+164.46,+0.8366,0,000,+003.26
1568178688.4562848,+0.8678,+164.37,+0.8368,0,000,+003.26
1568178720.4903877,+0.8680,+164.28,+0.8370,0,000,+003.26
1568178752.5233147,+0.8682,+164.19,+0.8373,0,000,+003.26
1568178784.558797,+0.8684,+164.10,+0.8375,0,000,+003.26
1568178816.5933945,+0.8686,+164.01,+0.8377,0,000,+003.26
1568178848.6285002,+0.8687,+163.92,+0.8379,0,000,+003.26
1568178880.6614847,+0.8689,+163.83,+0.8381,0,000,+003.26
1568178912.694318,+0.8691,+163.74,+0.8383,0,000,+003.26
1568178944.727953,+0.8693,+163.65,+0.8385,0,000,+003.26
1568178976.7626855,+0.8695,+163.56,+0.8387,0,000,+003.26
1568179008.796484,+0.8697,+163.47,+0.8389,0,000,+003.26
1568179040.8307893,+0.8698,+163.38,+0.8391,0,000,+003.26
1568179072.865391,+0.8700,+163.28,+0.8393,0,000,+003.26
1568179104.8979256,+0.8702,+163.19,+0.8395,0,000,+003.26
1568179136.929473,+0.8704,+163.10,+0.8397,0,000,+003.26
1568179168.9624782,+0.8706,+163.01,+0.8399,0,000,+003.26
1568179200.996877,+0.8707,+162.92,+0.8401,0,000,+003.26
1568179233.0295749,+0.8709,+162.83,+0.8403,0,000,+003.26
1568179265.0635293,+0.8711,+162.74,+0.8405,0,000,+003.26
1568179297.09737,+0.8713,+162.65,+0.8407,0,000,+003.26
1568179329.1320875,+0.8715,+162.56,+0.8409,0,000,+003.26
1568179361.1659563,+0.8716,+162.46,+0.8411,0,000,+003.26
1568179393.2007253,+0.8718,+162.37,+0.8413,0,000,+003.26
1568179425.236786,+0.8720,+162.29,+0.8415,0,000,+003.26
1568179457.2712843,+0.8722,+162.19,+0.8417,0,000,+003.26
1568179489.3066177,+0.8724,+162.11,+0.8419,0,000,+003.26
1568179521.3391054,+0.8726,+162.01,+0.8421,0,000,+003.26
1568179553.3721852,+0.8727,+161.93,+0.8423,0,000,+003.26
1568179585.407032,+0.8729,+161.84,+0.8425,0,000,+003.26
1568179617.4409316,+0.8731,+161.75,+0.8427,0,000,+003.26
1568179649.4742255,+0.8733,+161.65,+0.8429,0,000,+003.26
1568179681.5083902,+0.8735,+161.57,+0.8431,0,000,+003.26
1568179713.5414472,+0.8736,+161.48,+0.8433,0,000,+003.26
1568179745.5761013,+0.8738,+161.39,+0.8435,0,000,+003.26
1568179777.611248,+0.8740,+161.30,+0.8437,0,000,+003.26
1568179809.647159,+0.8742,+161.21,+0.8439,0,000,+003.26
1568179841.6824296,+0.8744,+161.12,+0.8440,0,000,+003.26
1568179873.7153342,+0.8745,+161.03,+0.8442,0,000,+003.26
1568179905.7476993,+0.8747,+160.94,+0.8445,0,000,+003.26
1568179937.7833629,+0.8749,+160.85,+0.8446,0,000,+003.26
1568179969.8026028,+0.8751,+160.76,+0.8448,0,000,+003.26
1568180001.8346286,+0.8753,+160.67,+0.8450,0,000,+003.26
1568180033.8706894,+0.8754,+160.58,+0.8452,0,000,+003.26
1568180065.904755,+0.8756,+160.50,+0.8454,0,000,+003.26
1568180097.9387333,+0.8758,+160.41,+0.8456,0,000,+003.26
1568180129.9700537,+0.8760,+160.32,+0.8458,0,000,+003.26
1568180162.00146,+0.8761,+160.23,+0.8460,0,000,+003.26
1568180194.0339117,+0.8763,+160.14,+0.8462,0,000,+003.26
1568180226.0675151,+0.8765,+160.05,+0.8464,0,000,+003.26
1568180258.1009228,+0.8767,+159.96,+0.8466,0,000,+003.26
1568180290.1337867,+0.8769,+159.87,+0.8468,0,000,+003.26
