t,kelvin,sensor,htr_range 1,htr_lvl 1,setp 1
1581929670.5233476,"+00.0000,+298.179,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581929675.859935,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581929681.1888099,"+00.0000,+298.162,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929686.5240061,"+00.0000,+298.162,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929691.8623726,"+00.0000,+298.160,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929697.1918702,"+00.0000,+298.162,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929702.5258088,"+00.0000,+298.163,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929707.8637528,"+00.0000,+298.159,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929713.1930163,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929718.526972,"+00.0000,+298.153,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929723.8648868,"+00.0000,+298.150,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929729.1918633,"+00.0000,+298.148,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581929734.5285153,"+00.0000,+298.146,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581929739.866498,"+00.0000,+298.142,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581929745.1962895,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581929750.5298288,"+00.0000,+298.139,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581929755.8680048,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581929761.1970727,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581929766.531557,"+00.0000,+298.143,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581929771.8693771,"+00.0000,+298.145,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581929777.1985781,"+00.0000,+298.147,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581929782.5321684,"+00.0000,+298.152,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929787.8679302,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929793.1951911,"+00.0000,+298.158,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929798.5319216,"+00.0000,+298.162,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929803.871958,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581929809.199258,"+00.0000,+298.174,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581929814.535344,"+00.0000,+298.170,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581929819.8732965,"+00.0000,+298.166,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929825.1984227,"+00.0000,+298.164,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929830.5363846,"+00.0000,+298.161,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929835.874304,"+00.0000,+298.155,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929841.2039728,"+00.0000,+298.153,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929846.538024,"+00.0000,+298.149,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929851.8755467,"+00.0000,+298.151,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929857.204883,"+00.0000,+298.152,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929862.5396535,"+00.0000,+298.153,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929867.8778079,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929873.2071693,"+00.0000,+298.150,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929878.5379462,"+00.0000,+298.141,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581929883.8792996,"+00.0000,+298.139,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581929889.2087035,"+00.0000,+298.143,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581929894.5423427,"+00.0000,+298.143,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581929899.880259,"+00.0000,+298.148,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581929905.2065444,"+00.0000,+298.150,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929910.5434723,"+00.0000,+298.151,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581929915.8792622,"+00.0000,+298.154,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929921.20877,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581929926.5455396,"+00.0000,+298.159,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581929931.88346,"+00.0000,+298.166,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581929937.2131422,"+00.0000,+298.176,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581929942.5464225,"+00.0000,+298.182,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581929947.8846464,"+00.0000,+298.181,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581929953.2140758,"+00.0000,+298.187,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581929958.5480819,"+00.0000,+298.188,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581929963.8858569,"+00.0000,+298.191,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581929969.215854,"+00.0000,+298.193,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581929974.54951,"+00.0000,+298.189,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581929979.887245,"+00.0000,+298.185,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581929985.2169,"+00.0000,+298.173,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581929990.5506375,"+00.0000,+298.170,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581929995.8879244,"+00.0000,+298.165,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581930001.2174122,"+00.0000,+298.161,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930006.552198,"+00.0000,+298.157,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930011.89031,"+00.0000,+298.153,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581930017.2193248,"+00.0000,+298.151,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581930022.5537226,"+00.0000,+298.154,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930027.891018,"+00.0000,+298.157,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930033.220213,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930038.5548844,"+00.0000,+298.157,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930043.8919277,"+00.0000,+298.163,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581930049.220189,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930054.5564096,"+00.0000,+298.178,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581930059.8919587,"+00.0000,+298.179,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930065.2187366,"+00.0000,+298.179,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930070.557369,"+00.0000,+298.179,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930075.8919246,"+00.0000,+298.177,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581930081.2210808,"+00.0000,+298.178,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930086.5589426,"+00.0000,+298.176,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581930091.8959167,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930097.2254553,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930102.560629,"+00.0000,+298.165,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930107.8987927,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930113.226948,"+00.0000,+298.174,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581930118.5616698,"+00.0000,+298.167,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930123.8978753,"+00.0000,+298.164,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581930129.2256246,"+00.0000,+298.166,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930134.559845,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930139.9009888,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930145.2284403,"+00.0000,+298.171,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930150.56428,"+00.0000,+298.174,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930155.9029493,"+00.0000,+298.173,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930161.2327585,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930166.5652373,"+00.0000,+298.165,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930171.904239,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930177.2279456,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930182.5676465,"+00.0000,+298.164,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581930187.9057133,"+00.0000,+298.164,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581930193.2340155,"+00.0000,+298.159,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930198.5688016,"+00.0000,+298.154,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930203.9071245,"+00.0000,+298.153,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930209.2319698,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930214.5704286,"+00.0000,+298.160,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930219.9077399,"+00.0000,+298.158,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930225.2368197,"+00.0000,+298.159,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930230.5713403,"+00.0000,+298.161,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930235.9098673,"+00.0000,+298.162,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581930241.2391431,"+00.0000,+298.154,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930246.573407,"+00.0000,+298.154,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930251.9112968,"+00.0000,+298.148,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581930257.2399354,"+00.0000,+298.139,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930262.57456,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930267.9126842,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930273.242074,"+00.0000,+298.137,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930278.5752227,"+00.0000,+298.139,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930283.9141257,"+00.0000,+298.133,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930289.2437706,"+00.0000,+298.128,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930294.577397,"+00.0000,+298.126,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581930299.9144866,"+00.0000,+298.130,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930305.2437742,"+00.0000,+298.130,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930310.5788567,"+00.0000,+298.130,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930315.9165795,"+00.0000,+298.134,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930321.2439435,"+00.0000,+298.134,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930326.579727,"+00.0000,+298.131,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930331.918263,"+00.0000,+298.129,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930337.245852,"+00.0000,+298.127,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581930342.5813484,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581930347.9197168,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581930353.2489865,"+00.0000,+298.113,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581930358.5829606,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581930363.9198835,"+00.0000,+298.117,+00.0000,+00.0000","+0.00000,+0.52344,+0.00000,+0.00000",0,+000.0,+100.510
1581930369.2474432,"+00.0000,+298.125,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581930374.5838542,"+00.0000,+298.124,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581930379.9214761,"+00.0000,+298.128,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930385.2483346,"+00.0000,+298.131,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930390.5853825,"+00.0000,+298.138,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930395.9239178,"+00.0000,+298.139,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930401.2514873,"+00.0000,+298.138,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930406.586847,"+00.0000,+298.145,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581930411.925207,"+00.0000,+298.145,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581930417.253737,"+00.0000,+298.142,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581930422.5886424,"+00.0000,+298.135,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930427.9266095,"+00.0000,+298.133,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930433.2558563,"+00.0000,+298.133,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581930438.5895634,"+00.0000,+298.131,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581930443.9279613,"+00.0000,+298.138,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581930449.2570527,"+00.0000,+298.143,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581930454.591385,"+00.0000,+298.151,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581930459.9286969,"+00.0000,+298.157,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581930465.255709,"+00.0000,+298.167,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930470.5923781,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930475.930904,"+00.0000,+298.171,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930481.2591534,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581930486.5938838,"+00.0000,+298.168,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930491.931951,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930497.259313,"+00.0000,+298.170,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930502.5953987,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930507.9336967,"+00.0000,+298.170,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581930513.2623787,"+00.0000,+298.175,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581930518.5969014,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930523.931939,"+00.0000,+298.185,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930529.261072,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930534.598085,"+00.0000,+298.183,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930539.9353225,"+00.0000,+298.181,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930545.263463,"+00.0000,+298.183,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930550.599163,"+00.0000,+298.191,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930555.935975,"+00.0000,+298.193,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930561.264633,"+00.0000,+298.188,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930566.5996969,"+00.0000,+298.192,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930571.9266837,"+00.0000,+298.195,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930577.2599547,"+00.0000,+298.197,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930582.5877376,"+00.0000,+298.201,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581930587.9151797,"+00.0000,+298.203,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581930593.2445633,"+00.0000,+298.202,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581930598.5730946,"+00.0000,+298.199,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930603.9043722,"+00.0000,+298.191,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930609.2430937,"+00.0000,+298.190,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930614.5722435,"+00.0000,+298.187,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930619.9039276,"+00.0000,+298.189,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930625.2444623,"+00.0000,+298.189,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930630.5737982,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930635.9079902,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930641.2459295,"+00.0000,+298.188,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930646.57533,"+00.0000,+298.194,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930651.9090562,"+00.0000,+298.197,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930657.2471368,"+00.0000,+298.197,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930662.5766869,"+00.0000,+298.196,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930667.9102156,"+00.0000,+298.197,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930673.2486029,"+00.0000,+298.198,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930678.5763733,"+00.0000,+298.199,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581930683.9118981,"+00.0000,+298.201,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581930689.2500136,"+00.0000,+298.196,+00.0000,+00.0000","+0.00000,+0.52325,+0.00000,+0.00000",0,+000.0,+100.510
1581930694.5790215,"+00.0000,+298.193,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930699.9118161,"+00.0000,+298.192,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581930705.2514632,"+00.0000,+298.188,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581930710.5786686,"+00.0000,+298.182,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930715.9141684,"+00.0000,+298.185,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930721.252925,"+00.0000,+298.186,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930726.5816057,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930731.9162736,"+00.0000,+298.183,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930737.2519011,"+00.0000,+298.182,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581930742.5808778,"+00.0000,+298.179,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581930747.9159184,"+00.0000,+298.176,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
