t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.],Setpoint T [K]
1560531501.5332358,+006.65,+1.5354,+022.01,+1.1756,1,025,+022.00
1560531527.5635583,+006.65,+1.5355,+022.00,+1.1757,1,025,+022.00
1560531553.593591,+006.65,+1.5355,+022.00,+1.1757,1,025,+022.00
1560531579.6237826,+006.65,+1.5355,+022.00,+1.1757,1,025,+022.00
1560531605.6540592,+006.65,+1.5355,+022.00,+1.1757,1,025,+022.00
1560531631.684046,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560531657.7138371,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560531683.7437804,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560531709.7740388,+006.65,+1.5355,+022.00,+1.1759,1,025,+022.00
1560531735.8036027,+006.65,+1.5355,+022.00,+1.1759,1,025,+022.00
1560531761.83375,+006.65,+1.5355,+021.99,+1.1759,1,025,+022.00
1560531787.863911,+006.65,+1.5354,+021.99,+1.1759,1,025,+022.00
1560531813.894011,+006.65,+1.5354,+022.00,+1.1759,1,025,+022.00
1560531839.9243073,+006.65,+1.5354,+022.00,+1.1759,1,025,+022.00
1560531865.9545798,+006.65,+1.5354,+022.00,+1.1759,1,025,+022.00
1560531891.985056,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560531918.015437,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560531944.045826,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560531970.0758748,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560531996.1062186,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532022.136553,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532048.166796,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532074.1971574,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532100.2273777,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532126.2577262,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532152.2878764,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532178.3182352,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532204.348579,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532230.378752,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532256.4091027,+006.65,+1.5354,+022.00,+1.1757,1,025,+022.00
1560532282.4392328,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532308.4696295,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532334.4996367,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532360.5300374,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532386.5603676,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532412.590499,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532438.6209414,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532464.6510308,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532490.681448,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532516.7115278,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532542.7418635,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532568.7722075,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532594.802362,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532620.8326437,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532646.8626087,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532672.8928993,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532698.9209924,+006.65,+1.5354,+022.00,+1.1758,1,025,+022.00
1560532724.95154,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532750.9819636,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532777.0124748,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532803.042912,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532829.0731106,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532855.103725,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532881.134004,+006.65,+1.5355,+022.00,+1.1758,1,025,+022.00
1560532907.1643863,+006.65,+1.5355,+022.00,+1.1758,1,025,+020.00
1560532933.1946092,+006.65,+1.5355,+022.00,+1.1758,1,000,+020.00
1560532959.2250888,+006.65,+1.5356,+021.98,+1.1762,1,000,+020.00
1560532985.2556305,+006.65,+1.5357,+021.97,+1.1765,1,000,+020.00
1560533011.285072,+006.65,+1.5357,+021.95,+1.1769,1,000,+020.00
1560533037.3156419,+006.64,+1.5358,+021.93,+1.1773,1,000,+020.00
1560533063.3460886,+006.64,+1.5359,+021.91,+1.1776,1,000,+020.00
1560533089.3765788,+006.64,+1.5359,+021.89,+1.1780,1,000,+020.00
1560533115.406913,+006.64,+1.5360,+021.87,+1.1784,1,000,+020.00
1560533141.4375436,+006.64,+1.5361,+021.85,+1.1788,1,000,+020.00
1560533167.467757,+006.63,+1.5361,+021.83,+1.1791,1,000,+020.00
1560533193.4983516,+006.63,+1.5362,+021.82,+1.1795,1,000,+020.00
1560533219.528858,+006.63,+1.5362,+021.80,+1.1799,1,000,+020.00
1560533245.5593224,+006.63,+1.5363,+021.78,+1.1802,1,000,+020.00
1560533271.589953,+006.63,+1.5363,+021.76,+1.1806,1,000,+020.00
1560533297.620292,+006.63,+1.5364,+021.74,+1.1810,1,000,+020.00
1560533323.6508934,+006.63,+1.5364,+021.72,+1.1813,1,000,+020.00
1560533349.6814008,+006.63,+1.5365,+021.71,+1.1817,1,000,+020.00
1560533375.711865,+006.62,+1.5365,+021.69,+1.1820,1,000,+020.00
1560533401.74223,+006.62,+1.5366,+021.67,+1.1824,1,000,+020.00
1560533427.7727194,+006.62,+1.5367,+021.65,+1.1828,1,000,+020.00
1560533453.8033297,+006.62,+1.5367,+021.63,+1.1831,1,000,+020.00
1560533479.8336341,+006.62,+1.5367,+021.61,+1.1835,1,000,+020.00
1560533505.8643832,+006.62,+1.5368,+021.60,+1.1839,1,000,+020.00
1560533531.8949234,+006.61,+1.5369,+021.58,+1.1842,1,000,+020.00
1560533557.9244065,+006.61,+1.5369,+021.56,+1.1846,1,000,+020.00
1560533583.9550712,+006.61,+1.5369,+021.54,+1.1849,1,000,+020.00
1560533609.9856894,+006.61,+1.5370,+021.52,+1.1853,1,000,+020.00
1560533636.0164716,+006.61,+1.5370,+021.51,+1.1856,1,000,+020.00
1560533662.0462277,+006.61,+1.5370,+021.49,+1.1860,1,000,+020.00
1560533688.0769312,+006.61,+1.5371,+021.47,+1.1863,1,000,+020.00
1560533714.107102,+006.61,+1.5371,+021.45,+1.1867,1,000,+020.00
1560533740.137732,+006.61,+1.5372,+021.44,+1.1870,1,000,+020.00
1560533766.168348,+006.60,+1.5372,+021.42,+1.1874,1,000,+020.00
1560533792.1988282,+006.60,+1.5373,+021.40,+1.1877,1,000,+020.00
1560533818.229551,+006.60,+1.5373,+021.38,+1.1881,1,000,+020.00
1560533844.259983,+006.60,+1.5374,+021.37,+1.1884,1,000,+020.00
1560533870.2905414,+006.60,+1.5374,+021.35,+1.1888,1,000,+020.00
1560533896.3210788,+006.60,+1.5375,+021.33,+1.1891,1,000,+020.00
1560533922.3518085,+006.60,+1.5375,+021.31,+1.1895,1,000,+020.00
1560533948.3823566,+006.60,+1.5376,+021.30,+1.1898,1,000,+020.00
1560533974.4129853,+006.59,+1.5377,+021.28,+1.1902,1,000,+020.00
1560534000.4434292,+006.59,+1.5377,+021.26,+1.1905,1,000,+020.00
1560534026.473797,+006.59,+1.5378,+021.24,+1.1909,1,000,+020.00
1560534052.5043502,+006.59,+1.5378,+021.23,+1.1912,1,000,+020.00
1560534078.5347779,+006.59,+1.5379,+021.21,+1.1915,1,000,+020.00
1560534104.5654297,+006.59,+1.5379,+021.19,+1.1919,1,000,+020.00
1560534130.595781,+006.59,+1.5380,+021.18,+1.1922,1,000,+020.00
1560534156.6261942,+006.58,+1.5380,+021.16,+1.1926,1,000,+020.00
1560534182.6567252,+006.58,+1.5381,+021.14,+1.1929,1,000,+020.00
1560534208.6867385,+006.58,+1.5381,+021.12,+1.1932,1,000,+020.00
1560534234.7173195,+006.58,+1.5381,+021.11,+1.1936,1,000,+020.00
1560534260.747387,+006.58,+1.5382,+021.09,+1.1939,1,000,+020.00
1560534286.7775455,+006.58,+1.5382,+021.07,+1.1943,1,000,+020.00
1560534312.8033214,+006.58,+1.5383,+021.06,+1.1946,1,000,+020.00
1560534338.8334622,+006.58,+1.5383,+021.04,+1.1949,1,000,+020.00
1560534364.8636477,+006.57,+1.5383,+021.02,+1.1953,1,000,+020.00
1560534390.893737,+006.57,+1.5384,+021.01,+1.1956,1,000,+020.00
1560534416.9229057,+006.57,+1.5385,+020.99,+1.1959,1,000,+020.00
1560534442.9528556,+006.57,+1.5385,+020.97,+1.1963,1,000,+020.00
1560534468.9832964,+006.57,+1.5386,+020.96,+1.1966,1,000,+020.00
1560534495.013608,+006.57,+1.5386,+020.94,+1.1969,1,000,+020.00
1560534521.0443037,+006.57,+1.5387,+020.92,+1.1973,1,000,+020.00
1560534547.0747635,+006.56,+1.5388,+020.91,+1.1976,1,000,+020.00
1560534573.105263,+006.56,+1.5388,+020.89,+1.1979,1,000,+020.00
1560534599.1357393,+006.56,+1.5389,+020.87,+1.1983,1,000,+020.00
1560534625.1659408,+006.56,+1.5389,+020.86,+1.1986,1,000,+020.00
1560534651.1965013,+006.56,+1.5390,+020.84,+1.1989,1,000,+020.00
1560534677.2268395,+006.56,+1.5390,+020.82,+1.1993,1,000,+020.00
1560534703.2573175,+006.56,+1.5390,+020.81,+1.1996,1,000,+020.00
1560534729.2878373,+006.56,+1.5391,+020.79,+1.1999,1,000,+020.00
1560534755.318246,+006.55,+1.5391,+020.77,+1.2003,1,000,+020.00
1560534781.3487227,+006.55,+1.5391,+020.76,+1.2006,1,000,+020.00
1560534807.3790271,+006.55,+1.5392,+020.74,+1.2009,1,000,+020.00
1560534833.409483,+006.55,+1.5393,+020.72,+1.2012,1,000,+020.00
1560534859.437603,+006.55,+1.5393,+020.71,+1.2016,1,000,+020.00
1560534885.4678323,+006.55,+1.5394,+020.69,+1.2019,1,000,+020.00
1560534911.498064,+006.55,+1.5394,+020.67,+1.2022,1,000,+020.00
1560534937.5285673,+006.55,+1.5394,+020.66,+1.2025,1,000,+020.00
1560534963.5588942,+006.54,+1.5395,+020.64,+1.2029,1,000,+020.00
1560534989.5894253,+006.54,+1.5395,+020.62,+1.2032,1,000,+020.00
1560535015.619918,+006.54,+1.5396,+020.61,+1.2035,1,000,+020.00
1560535041.6503232,+006.54,+1.5396,+020.59,+1.2038,1,000,+020.00
1560535067.6809669,+006.54,+1.5396,+020.58,+1.2042,1,000,+020.00
1560535093.7115264,+006.54,+1.5397,+020.56,+1.2045,1,000,+020.00
1560535119.742066,+006.54,+1.5397,+020.54,+1.2048,1,000,+020.00
1560535145.772679,+006.54,+1.5398,+020.53,+1.2051,1,000,+020.00
1560535171.8029985,+006.53,+1.5398,+020.51,+1.2055,1,000,+020.00
1560535197.8337467,+006.53,+1.5399,+020.49,+1.2058,1,000,+020.00
1560535223.8637168,+006.53,+1.5400,+020.48,+1.2061,1,000,+020.00
1560535249.8942268,+006.53,+1.5400,+020.46,+1.2064,1,000,+020.00
1560535275.92486,+006.53,+1.5401,+020.44,+1.2068,1,000,+020.00
1560535301.9554026,+006.53,+1.5401,+020.43,+1.2071,1,000,+020.00
1560535327.9860623,+006.53,+1.5401,+020.41,+1.2074,1,000,+020.00
1560535354.016404,+006.53,+1.5402,+020.40,+1.2077,1,000,+020.00
1560535380.0471382,+006.52,+1.5402,+020.38,+1.2080,1,000,+020.00
1560535406.0775716,+006.52,+1.5403,+020.36,+1.2084,1,000,+020.00
1560535432.1082845,+006.52,+1.5403,+020.35,+1.2087,1,000,+020.00
1560535458.1384482,+006.52,+1.5404,+020.33,+1.2090,1,000,+020.00
1560535484.1690693,+006.52,+1.5404,+020.32,+1.2093,1,000,+020.00
1560535510.1994882,+006.52,+1.5405,+020.30,+1.2097,1,000,+020.00
1560535536.2298746,+006.52,+1.5405,+020.28,+1.2100,1,000,+020.00
1560535562.2604759,+006.52,+1.5406,+020.27,+1.2103,1,000,+020.00
1560535588.290842,+006.51,+1.5406,+020.25,+1.2106,1,000,+020.00
1560535614.3216407,+006.51,+1.5406,+020.23,+1.2109,1,000,+020.00
1560535640.3519104,+006.51,+1.5407,+020.22,+1.2113,1,000,+020.00
1560535666.3825173,+006.51,+1.5407,+020.20,+1.2116,1,000,+020.00
1560535692.412894,+006.51,+1.5408,+020.19,+1.2119,1,000,+020.00
1560535718.4433885,+006.51,+1.5408,+020.17,+1.2122,1,000,+020.00
1560535744.4738865,+006.51,+1.5409,+020.15,+1.2125,1,000,+020.00
1560535770.5043385,+006.51,+1.5409,+020.14,+1.2128,1,000,+020.00
1560535796.5350695,+006.50,+1.5409,+020.12,+1.2132,1,000,+020.00
1560535822.5654814,+006.50,+1.5410,+020.11,+1.2135,1,000,+020.00
1560535848.5959644,+006.50,+1.5410,+020.09,+1.2138,1,000,+020.00
1560535874.6261883,+006.50,+1.5411,+020.07,+1.2141,1,000,+020.00
1560535900.6567018,+006.50,+1.5411,+020.06,+1.2144,1,000,+020.00
1560535926.6871495,+006.50,+1.5412,+020.04,+1.2148,1,000,+020.00
1560535952.7174516,+006.50,+1.5412,+020.03,+1.2151,1,000,+020.00
1560535978.7480147,+006.50,+1.5413,+020.01,+1.2154,1,000,+020.00
1560536004.7782292,+006.49,+1.5414,+019.99,+1.2157,1,000,+020.00
1560536030.8088799,+006.49,+1.5414,+019.97,+1.2160,1,000,+020.00
1560536056.8391526,+006.49,+1.5415,+019.96,+1.2164,1,005,+020.00
1560536082.8696108,+006.49,+1.5415,+019.94,+1.2166,1,010,+020.00
1560536108.899649,+006.49,+1.5416,+019.92,+1.2169,1,010,+020.00
1560536134.930067,+006.49,+1.5416,+019.91,+1.2171,1,015,+020.00
1560536160.9598753,+006.49,+1.5416,+019.90,+1.2173,1,020,+020.00
1560536186.9903007,+006.49,+1.5416,+019.90,+1.2173,1,025,+020.00
1560536213.0209212,+006.49,+1.5416,+019.90,+1.2173,1,025,+020.00
1560536239.0510387,+006.49,+1.5416,+019.90,+1.2172,1,030,+020.00
1560536265.0816715,+006.49,+1.5415,+019.92,+1.2170,1,030,+020.00
1560536291.1120756,+006.49,+1.5415,+019.93,+1.2167,1,035,+020.00
1560536317.1424935,+006.49,+1.5414,+019.95,+1.2163,1,035,+020.00
1560536343.173092,+006.49,+1.5413,+019.97,+1.2160,1,035,+020.00
1560536369.2036595,+006.50,+1.5412,+019.99,+1.2156,1,030,+020.00
1560536395.2342927,+006.50,+1.5412,+020.01,+1.2153,1,030,+020.00
1560536421.2644088,+006.50,+1.5411,+020.02,+1.2151,1,030,+020.00
1560536447.294985,+006.50,+1.5411,+020.03,+1.2149,1,025,+020.00
1560536473.3253367,+006.50,+1.5411,+020.04,+1.2147,1,025,+020.00
1560536499.3559492,+006.50,+1.5410,+020.05,+1.2147,1,020,+020.00
1560536525.3862743,+006.50,+1.5410,+020.05,+1.2147,1,020,+020.00
1560536551.4167578,+006.50,+1.5410,+020.04,+1.2147,1,020,+020.00
1560536577.4471428,+006.50,+1.5410,+020.04,+1.2148,1,015,+020.00
1560536603.477607,+006.50,+1.5411,+020.04,+1.2149,1,015,+020.00
1560536629.5081887,+006.50,+1.5411,+020.03,+1.2150,1,015,+020.00
1560536655.5386329,+006.50,+1.5411,+020.02,+1.2151,1,015,+020.00
1560536681.5691285,+006.50,+1.5411,+020.01,+1.2153,1,015,+020.00
1560536707.5995252,+006.50,+1.5412,+020.01,+1.2154,1,015,+020.00
1560536733.6299958,+006.50,+1.5412,+020.00,+1.2156,1,015,+020.00
1560536759.6606948,+006.50,+1.5412,+019.99,+1.2157,1,015,+020.00
1560536785.691148,+006.50,+1.5412,+019.98,+1.2159,1,020,+020.00
1560536811.7209396,+006.50,+1.5413,+019.98,+1.2160,1,020,+020.00
1560536837.751136,+006.50,+1.5413,+019.97,+1.2160,1,020,+020.00
1560536863.7814841,+006.49,+1.5413,+019.97,+1.2161,1,020,+020.00
1560536889.8115056,+006.49,+1.5413,+019.97,+1.2161,1,025,+020.00
1560536915.8416014,+006.49,+1.5413,+019.97,+1.2161,1,025,+020.00
1560536941.871767,+006.49,+1.5413,+019.97,+1.2161,1,025,+020.00
1560536967.9018133,+006.50,+1.5413,+019.97,+1.2160,1,025,+020.00
1560536993.9322202,+006.50,+1.5413,+019.98,+1.2159,1,025,+020.00
1560537019.962375,+006.50,+1.5412,+019.98,+1.2158,1,025,+020.00
1560537045.9928026,+006.50,+1.5412,+019.99,+1.2157,1,025,+020.00
1560537072.0220528,+006.50,+1.5412,+020.00,+1.2156,1,025,+020.00
1560537098.0523522,+006.50,+1.5412,+020.00,+1.2155,1,025,+020.00
1560537124.0825386,+006.50,+1.5412,+020.01,+1.2154,1,025,+020.00
1560537150.1127841,+006.50,+1.5412,+020.01,+1.2154,1,025,+020.00
1560537176.1430948,+006.50,+1.5412,+020.01,+1.2153,1,025,+020.00
1560537202.173221,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537228.203619,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537254.2336118,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537280.2639441,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537306.2942007,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537332.324308,+006.50,+1.5412,+020.01,+1.2153,1,020,+020.00
1560537358.354716,+006.50,+1.5412,+020.01,+1.2154,1,020,+020.00
1560537384.3846643,+006.50,+1.5412,+020.01,+1.2155,1,020,+020.00
1560537410.414824,+006.50,+1.5412,+020.00,+1.2155,1,020,+020.00
1560537436.445111,+006.50,+1.5412,+020.00,+1.2156,1,020,+020.00
1560537462.4756155,+006.50,+1.5412,+020.00,+1.2156,1,020,+020.00
1560537488.5056264,+006.50,+1.5412,+019.99,+1.2156,1,020,+020.00
1560537514.5359771,+006.50,+1.5412,+019.99,+1.2157,1,020,+020.00
1560537540.5660393,+006.50,+1.5412,+019.99,+1.2157,1,020,+020.00
1560537566.596169,+006.50,+1.5412,+019.99,+1.2157,1,020,+020.00
1560537592.6261632,+006.50,+1.5413,+019.99,+1.2157,1,020,+020.00
1560537618.6562054,+006.50,+1.5413,+019.99,+1.2157,1,025,+020.00
1560537644.686462,+006.49,+1.5413,+019.99,+1.2157,1,025,+020.00
1560537670.7163646,+006.49,+1.5413,+019.99,+1.2157,1,025,+020.00
1560537696.74664,+006.49,+1.5413,+019.99,+1.2157,1,025,+020.00
1560537722.7768364,+006.50,+1.5413,+019.99,+1.2156,1,025,+020.00
1560537748.807022,+006.50,+1.5413,+020.00,+1.2156,1,025,+020.00
1560537774.8369544,+006.50,+1.5413,+020.00,+1.2156,1,025,+020.00
1560537800.8669157,+006.50,+1.5412,+020.00,+1.2155,1,025,+020.00
1560537826.8972692,+006.50,+1.5412,+020.00,+1.2155,1,025,+020.00
1560537852.9270377,+006.50,+1.5412,+020.00,+1.2155,1,025,+020.00
1560537878.957474,+006.50,+1.5412,+020.00,+1.2155,1,020,+020.00
